! Planar, Obzor-804, 22140011, 22.4.2/3
! Date: 26.09.2023 10:57:03
! Stimulus(Гц),    S21(°)
2.91675537769E+09,-1.43009917032E+01
2.91719259630E+09,-1.42549191624E+01
2.91762981491E+09,-1.41404442019E+01
2.91806703352E+09,-1.40033311484E+01
2.91850425213E+09,-1.40864703508E+01
2.91894147074E+09,-1.39312125881E+01
2.91937868934E+09,-1.36901502439E+01
2.91981590795E+09,-1.36101010579E+01
2.92025312656E+09,-1.37829843254E+01
2.92069034517E+09,-1.34668552273E+01
2.92112756378E+09,-1.35945345835E+01
2.92156478239E+09,-1.35121792754E+01
2.92200200100E+09,-1.33645892379E+01
2.92243921961E+09,-1.33569363508E+01
2.92287643822E+09,-1.32639942370E+01
2.92331365683E+09,-1.31390686416E+01
2.92375087544E+09,-1.31178926676E+01
2.92418809405E+09,-1.29640850378E+01
2.92462531266E+09,-1.31703025487E+01
2.92506253127E+09,-1.28848555269E+01
2.92549974987E+09,-1.27624041546E+01
2.92593696848E+09,-1.26167081544E+01
2.92637418709E+09,-1.24023998337E+01
2.92681140570E+09,-1.26538969265E+01
2.92724862431E+09,-1.25273753903E+01
2.92768584292E+09,-1.23147826182E+01
2.92812306153E+09,-1.23580891495E+01
2.92856028014E+09,-1.24703490136E+01
2.92899749875E+09,-1.21805289824E+01
2.92943471736E+09,-1.23178779365E+01
2.92987193597E+09,-1.21505320457E+01
2.93030915458E+09,-1.21490378861E+01
2.93074637319E+09,-1.20635454269E+01
2.93118359180E+09,-1.20578328708E+01
2.93162081041E+09,-1.20599780933E+01
2.93205802901E+09,-1.19816884249E+01
2.93249524762E+09,-1.19858671681E+01
2.93293246623E+09,-1.18932411704E+01
2.93336968484E+09,-1.19650625969E+01
2.93380690345E+09,-1.18705471068E+01
2.93424412206E+09,-1.18875680973E+01
2.93468134067E+09,-1.17833725481E+01
2.93511855928E+09,-1.17769709745E+01
2.93555577789E+09,-1.18130799288E+01
2.93599299650E+09,-1.18016662652E+01
2.93643021511E+09,-1.18289189373E+01
2.93686743372E+09,-1.18218004979E+01
2.93730465233E+09,-1.17976348024E+01
2.93774187094E+09,-1.17303516137E+01
2.93817908954E+09,-1.17837666657E+01
2.93861630815E+09,-1.17950291717E+01
2.93905352676E+09,-1.18005880538E+01
2.93949074537E+09,-1.17938002098E+01
2.93992796398E+09,-1.17710007403E+01
2.94036518259E+09,-1.18918221599E+01
2.94080240120E+09,-1.18070200784E+01
2.94123961981E+09,-1.19095834523E+01
2.94167683842E+09,-1.19585800618E+01
2.94211405703E+09,-1.19524625834E+01
2.94255127564E+09,-1.19914719288E+01
2.94298849425E+09,-1.20833596279E+01
2.94342571286E+09,-1.20300885573E+01
2.94386293147E+09,-1.21868110418E+01
2.94430015008E+09,-1.22388502965E+01
2.94473736868E+09,-1.23510727455E+01
2.94517458729E+09,-1.24150782941E+01
2.94561180590E+09,-1.24199973251E+01
2.94604902451E+09,-1.26316836157E+01
2.94648624312E+09,-1.25611090820E+01
2.94692346173E+09,-1.27135107242E+01
2.94736068034E+09,-1.28034954697E+01
2.94779789895E+09,-1.29049945384E+01
2.94823511756E+09,-1.29648010905E+01
2.94867233617E+09,-1.30957171541E+01
2.94910955478E+09,-1.34071435353E+01
2.94954677339E+09,-1.33958662650E+01
2.94998399200E+09,-1.35292450492E+01
2.95042121061E+09,-1.36550155625E+01
2.95085842921E+09,-1.35621764252E+01
2.95129564782E+09,-1.36867956691E+01
2.95173286643E+09,-1.40018189335E+01
2.95217008504E+09,-1.40823715794E+01
2.95260730365E+09,-1.41908898585E+01
2.95304452226E+09,-1.42669423388E+01
2.95348174087E+09,-1.45191407773E+01
2.95391895948E+09,-1.45647414559E+01
2.95435617809E+09,-1.47994003312E+01
2.95479339670E+09,-1.48748907755E+01
2.95523061531E+09,-1.52192932622E+01
2.95566783392E+09,-1.52417302368E+01
2.95610505253E+09,-1.53250651177E+01
2.95654227114E+09,-1.55408839020E+01
2.95697948974E+09,-1.57326130285E+01
2.95741670835E+09,-1.59340050927E+01
2.95785392696E+09,-1.60802825447E+01
2.95829114557E+09,-1.62726639852E+01
2.95872836418E+09,-1.66513953862E+01
2.95916558279E+09,-1.66654582905E+01
2.95960280140E+09,-1.67921207356E+01
2.96004002001E+09,-1.70076853305E+01
2.96047723862E+09,-1.72297738420E+01
2.96091445723E+09,-1.72230979784E+01
2.96135167584E+09,-1.76110154880E+01
2.96178889445E+09,-1.77262979969E+01
2.96222611306E+09,-1.80301878453E+01
2.96266333167E+09,-1.83076803749E+01
2.96310055028E+09,-1.83085018999E+01
2.96353776888E+09,-1.85595684590E+01
2.96397498749E+09,-1.88547633813E+01
2.96441220610E+09,-1.89353925129E+01
2.96484942471E+09,-1.92608451879E+01
2.96528664332E+09,-1.94539440121E+01
2.96572386193E+09,-1.95453640008E+01
2.96616108054E+09,-1.98110315616E+01
2.96659829915E+09,-2.00937732400E+01
2.96703551776E+09,-2.02233959349E+01
2.96747273637E+09,-2.04336960684E+01
2.96790995498E+09,-2.07019782266E+01
2.96834717359E+09,-2.09367771438E+01
2.96878439220E+09,-2.09432739603E+01
2.96922161081E+09,-2.11014168669E+01
2.96965882941E+09,-2.14009484516E+01
2.97009604802E+09,-2.14907304413E+01
2.97053326663E+09,-2.19752818711E+01
2.97097048524E+09,-2.20198488061E+01
2.97140770385E+09,-2.23150844609E+01
2.97184492246E+09,-2.24349204686E+01
2.97228214107E+09,-2.25660023514E+01
2.97271935968E+09,-2.27776371299E+01
2.97315657829E+09,-2.29574787623E+01
2.97359379690E+09,-2.32670211472E+01
2.97403101551E+09,-2.34948217900E+01
2.97446823412E+09,-2.35108813176E+01
2.97490545273E+09,-2.38343648018E+01
2.97534267134E+09,-2.38747593898E+01
2.97577988994E+09,-2.40929162195E+01
2.97621710855E+09,-2.42677619495E+01
2.97665432716E+09,-2.45951591408E+01
2.97709154577E+09,-2.47200875325E+01
2.97752876438E+09,-2.49213000433E+01
2.97796598299E+09,-2.50012463481E+01
2.97840320160E+09,-2.52172204595E+01
2.97884042021E+09,-2.55898535385E+01
2.97927763882E+09,-2.55481814768E+01
2.97971485743E+09,-2.57503484927E+01
2.98015207604E+09,-2.58266534247E+01
2.98058929465E+09,-2.61088077236E+01
2.98102651326E+09,-2.62058418355E+01
2.98146373187E+09,-2.64523651279E+01
2.98190095048E+09,-2.66129164162E+01
2.98233816908E+09,-2.65884801683E+01
2.98277538769E+09,-2.67777063568E+01
2.98321260630E+09,-2.69840337724E+01
2.98364982491E+09,-2.70931653917E+01
2.98408704352E+09,-2.73322932726E+01
2.98452426213E+09,-2.74593420188E+01
2.98496148074E+09,-2.75381262087E+01
2.98539869935E+09,-2.76678625613E+01
2.98583591796E+09,-2.77585403237E+01
2.98627313657E+09,-2.79843156216E+01
2.98671035518E+09,-2.80422508726E+01
2.98714757379E+09,-2.80935551844E+01
2.98758479240E+09,-2.84285247132E+01
2.98802201101E+09,-2.83367978995E+01
2.98845922961E+09,-2.85097940697E+01
2.98889644822E+09,-2.86851504519E+01
2.98933366683E+09,-2.86962165569E+01
2.98977088544E+09,-2.87286410579E+01
2.99020810405E+09,-2.89365724157E+01
2.99064532266E+09,-2.90847167377E+01
2.99108254127E+09,-2.90253004839E+01
2.99151975988E+09,-2.92175048870E+01
2.99195697849E+09,-2.92829942296E+01
2.99239419710E+09,-2.94520273100E+01
2.99283141571E+09,-2.94008108217E+01
2.99326863432E+09,-2.95188950282E+01
2.99370585293E+09,-2.96217235053E+01
2.99414307154E+09,-2.97341138580E+01
2.99458029015E+09,-2.96951093424E+01
2.99501750875E+09,-2.98240275159E+01
2.99545472736E+09,-2.98768076339E+01
2.99589194597E+09,-3.00109544019E+01
2.99632916458E+09,-2.99760654736E+01
2.99676638319E+09,-3.00548540082E+01
2.99720360180E+09,-3.01186070365E+01
2.99764082041E+09,-3.02624216974E+01
2.99807803902E+09,-3.03262750200E+01
2.99851525763E+09,-3.02997750672E+01
2.99895247624E+09,-3.03089089812E+01
2.99938969485E+09,-3.04730145549E+01
2.99982691346E+09,-3.04985404618E+01
3.00026413207E+09,-3.06039227118E+01
3.00070135068E+09,-3.05674188065E+01
3.00113856928E+09,-3.04694049016E+01
3.00157578789E+09,-3.05873972426E+01
3.00201300650E+09,-3.07203905021E+01
3.00245022511E+09,-3.07068382738E+01
3.00288744372E+09,-3.06958179825E+01
3.00332466233E+09,-3.07702914599E+01
3.00376188094E+09,-3.08358399857E+01
3.00419909955E+09,-3.08480775922E+01
3.00463631816E+09,-3.08020458042E+01
3.00507353677E+09,-3.07775076795E+01
3.00551075538E+09,-3.08290644279E+01
3.00594797399E+09,-3.09120414280E+01
3.00638519260E+09,-3.08616587675E+01
3.00682241121E+09,-3.08609688052E+01
3.00725962981E+09,-3.08874372992E+01
3.00769684842E+09,-3.09940527915E+01
3.00813406703E+09,-3.09081811755E+01
3.00857128564E+09,-3.08516568192E+01
3.00900850425E+09,-3.10029751814E+01
3.00944572286E+09,-3.10532678789E+01
3.00988294147E+09,-3.09276927622E+01
3.01032016008E+09,-3.11312652769E+01
3.01075737869E+09,-3.09951160212E+01
3.01119459730E+09,-3.10957685740E+01
3.01163181591E+09,-3.11238573605E+01
3.01206903452E+09,-3.09886279967E+01
3.01250625313E+09,-3.10940124735E+01
3.01294347174E+09,-3.09845350222E+01
3.01338069035E+09,-3.11060090975E+01
3.01381790895E+09,-3.10683904986E+01
3.01425512756E+09,-3.09534656806E+01
3.01469234617E+09,-3.10376545185E+01
3.01512956478E+09,-3.11298080666E+01
3.01556678339E+09,-3.10387006277E+01
3.01600400200E+09,-3.10607714794E+01
3.01644122061E+09,-3.10426404568E+01
3.01687843922E+09,-3.10645449861E+01
3.01731565783E+09,-3.11227520534E+01
3.01775287644E+09,-3.10572119929E+01
3.01819009505E+09,-3.10052353438E+01
3.01862731366E+09,-3.10265306590E+01
3.01906453227E+09,-3.09456327902E+01
3.01950175088E+09,-3.10947350924E+01
3.01993896948E+09,-3.09946946708E+01
3.02037618809E+09,-3.10562139417E+01
3.02081340670E+09,-3.09675314084E+01
3.02125062531E+09,-3.10044714220E+01
3.02168784392E+09,-3.10569110797E+01
3.02212506253E+09,-3.09856335098E+01
3.02256228114E+09,-3.09222845690E+01
3.02299949975E+09,-3.10258273029E+01
3.02343671836E+09,-3.09606290455E+01
3.02387393697E+09,-3.09768906226E+01
3.02431115558E+09,-3.09699152981E+01
3.02474837419E+09,-3.08796115668E+01
3.02518559280E+09,-3.09085041014E+01
3.02562281141E+09,-3.09796323058E+01
3.02606003002E+09,-3.10060750010E+01
3.02649724862E+09,-3.09346505856E+01
3.02693446723E+09,-3.10832934819E+01
3.02737168584E+09,-3.09247319761E+01
3.02780890445E+09,-3.08726638971E+01
3.02824612306E+09,-3.09532332107E+01
3.02868334167E+09,-3.09007595496E+01
3.02912056028E+09,-3.09776248377E+01
3.02955777889E+09,-3.10492285366E+01
3.02999499750E+09,-3.10328798009E+01
3.03043221611E+09,-3.09562906090E+01
3.03086943472E+09,-3.09984470724E+01
3.03130665333E+09,-3.09529508963E+01
3.03174387194E+09,-3.09812325406E+01
3.03218109055E+09,-3.09158079132E+01
3.03261830915E+09,-3.09720601847E+01
3.03305552776E+09,-3.10946134765E+01
3.03349274637E+09,-3.10908296511E+01
3.03392996498E+09,-3.09952686216E+01
3.03436718359E+09,-3.10166930785E+01
3.03480440220E+09,-3.10296858631E+01
3.03524162081E+09,-3.10284883911E+01
3.03567883942E+09,-3.10345737600E+01
3.03611605803E+09,-3.11591360756E+01
3.03655327664E+09,-3.11748923846E+01
3.03699049525E+09,-3.11328895223E+01
3.03742771386E+09,-3.11014890605E+01
3.03786493247E+09,-3.10402285604E+01
3.03830215108E+09,-3.10293824667E+01
3.03873936968E+09,-3.12087920692E+01
3.03917658829E+09,-3.11103973883E+01
3.03961380690E+09,-3.12311356008E+01
3.04005102551E+09,-3.11553280654E+01
3.04048824412E+09,-3.12456399244E+01
3.04092546273E+09,-3.11807101943E+01
3.04136268134E+09,-3.12113386218E+01
3.04179989995E+09,-3.12141510395E+01
3.04223711856E+09,-3.13198083185E+01
3.04267433717E+09,-3.13140081790E+01
3.04311155578E+09,-3.13614613814E+01
3.04354877439E+09,-3.14086772039E+01
3.04398599300E+09,-3.13035280694E+01
3.04442321161E+09,-3.14412053921E+01
3.04486043022E+09,-3.14463179590E+01
3.04529764882E+09,-3.15068024300E+01
3.04573486743E+09,-3.15104004248E+01
3.04617208604E+09,-3.14911077412E+01
3.04660930465E+09,-3.16359367834E+01
3.04704652326E+09,-3.16470117591E+01
3.04748374187E+09,-3.15982352885E+01
3.04792096048E+09,-3.16803210812E+01
3.04835817909E+09,-3.16632449530E+01
3.04879539770E+09,-3.18044859944E+01
3.04923261631E+09,-3.17443508336E+01
3.04966983492E+09,-3.17896393707E+01
3.05010705353E+09,-3.18982845200E+01
3.05054427214E+09,-3.18294900771E+01
3.05098149075E+09,-3.19285244317E+01
3.05141870935E+09,-3.19883667020E+01
3.05185592796E+09,-3.20327091149E+01
3.05229314657E+09,-3.19324282845E+01
3.05273036518E+09,-3.21359608839E+01
3.05316758379E+09,-3.20763829074E+01
3.05360480240E+09,-3.21506196299E+01
3.05404202101E+09,-3.21903674287E+01
3.05447923962E+09,-3.22107201033E+01
3.05491645823E+09,-3.23157771550E+01
3.05535367684E+09,-3.23299676673E+01
3.05579089545E+09,-3.23083065184E+01
3.05622811406E+09,-3.22991152276E+01
3.05666533267E+09,-3.24870166793E+01
3.05710255128E+09,-3.25739876591E+01
3.05753976988E+09,-3.24803825395E+01
3.05797698849E+09,-3.25988867866E+01
3.05841420710E+09,-3.26345742816E+01
3.05885142571E+09,-3.27187935736E+01
3.05928864432E+09,-3.27990761834E+01
3.05972586293E+09,-3.27425964428E+01
3.06016308154E+09,-3.28277428660E+01
3.06060030015E+09,-3.29293840731E+01
3.06103751876E+09,-3.30165830125E+01
3.06147473737E+09,-3.30016262102E+01
3.06191195598E+09,-3.31399869286E+01
3.06234917459E+09,-3.31166621082E+01
3.06278639320E+09,-3.32580819482E+01
3.06322361181E+09,-3.33743802156E+01
3.06366083042E+09,-3.34146521196E+01
3.06409804902E+09,-3.34760349077E+01
3.06453526763E+09,-3.35532046296E+01
3.06497248624E+09,-3.35436522094E+01
3.06540970485E+09,-3.37144409815E+01
3.06584692346E+09,-3.37315807815E+01
3.06628414207E+09,-3.38740685502E+01
3.06672136068E+09,-3.39631549090E+01
3.06715857929E+09,-3.40500610260E+01
3.06759579790E+09,-3.40087199425E+01
3.06803301651E+09,-3.40802850512E+01
3.06847023512E+09,-3.42095561757E+01
3.06890745373E+09,-3.43824265301E+01
3.06934467234E+09,-3.44134264219E+01
3.06978189095E+09,-3.45078423196E+01
3.07021910955E+09,-3.45980191607E+01
3.07065632816E+09,-3.46535407207E+01
3.07109354677E+09,-3.48574371513E+01
3.07153076538E+09,-3.48663277990E+01
3.07196798399E+09,-3.49460141884E+01
3.07240520260E+09,-3.50700023950E+01
3.07284242121E+09,-3.52119871350E+01
3.07327963982E+09,-3.52323934404E+01
3.07371685843E+09,-3.53329298238E+01
3.07415407704E+09,-3.54525387685E+01
3.07459129565E+09,-3.55969045031E+01
3.07502851426E+09,-3.57179490846E+01
3.07546573287E+09,-3.58032947344E+01
3.07590295148E+09,-3.59265304807E+01
3.07634017009E+09,-3.60562498707E+01
3.07677738869E+09,-3.61097974442E+01
3.07721460730E+09,-3.62736365222E+01
3.07765182591E+09,-3.63585947368E+01
3.07808904452E+09,-3.64971747356E+01
3.07852626313E+09,-3.65532348625E+01
3.07896348174E+09,-3.67583362746E+01
3.07940070035E+09,-3.69134445455E+01
3.07983791896E+09,-3.69412852458E+01
3.08027513757E+09,-3.71002615432E+01
3.08071235618E+09,-3.72845032580E+01
3.08114957479E+09,-3.74229789261E+01
3.08158679340E+09,-3.75660082168E+01
3.08202401201E+09,-3.78131214445E+01
3.08246123062E+09,-3.77926066497E+01
3.08289844922E+09,-3.79862344371E+01
3.08333566783E+09,-3.82270196934E+01
3.08377288644E+09,-3.83360511774E+01
3.08421010505E+09,-3.84699875566E+01
3.08464732366E+09,-3.86250146404E+01
3.08508454227E+09,-3.87218346293E+01
3.08552176088E+09,-3.89693651127E+01
3.08595897949E+09,-3.90308618617E+01
3.08639619810E+09,-3.92025938181E+01
3.08683341671E+09,-3.94110559181E+01
3.08727063532E+09,-3.95262133641E+01
3.08770785393E+09,-3.96901081650E+01
3.08814507254E+09,-3.98796497487E+01
3.08858229115E+09,-4.00133392544E+01
3.08901950975E+09,-4.02398567162E+01
3.08945672836E+09,-4.04082373021E+01
3.08989394697E+09,-4.05789663433E+01
3.09033116558E+09,-4.07564793349E+01
3.09076838419E+09,-4.08922451718E+01
3.09120560280E+09,-4.11245600560E+01
3.09164282141E+09,-4.11842148762E+01
3.09208004002E+09,-4.14571130420E+01
3.09251725863E+09,-4.16218906951E+01
3.09295447724E+09,-4.17697169667E+01
3.09339169585E+09,-4.19945837318E+01
3.09382891446E+09,-4.21480107092E+01
3.09426613307E+09,-4.23328987642E+01
3.09470335168E+09,-4.25708577886E+01
3.09514057029E+09,-4.27154493213E+01
3.09557778889E+09,-4.29440732576E+01
3.09601500750E+09,-4.30711095945E+01
3.09645222611E+09,-4.33089064386E+01
3.09688944472E+09,-4.34888429792E+01
3.09732666333E+09,-4.36904733358E+01
3.09776388194E+09,-4.38352466158E+01
3.09820110055E+09,-4.40904354949E+01
3.09863831916E+09,-4.42147539537E+01
3.09907553777E+09,-4.44477906060E+01
3.09951275638E+09,-4.46987596886E+01
3.09994997499E+09,-4.48561795547E+01
3.10038719360E+09,-4.50479663221E+01
3.10082441221E+09,-4.52144762632E+01
3.10126163082E+09,-4.54868874685E+01
3.10169884942E+09,-4.56175959449E+01
3.10213606803E+09,-4.58929422756E+01
3.10257328664E+09,-4.60142419039E+01
3.10301050525E+09,-4.61873080764E+01
3.10344772386E+09,-4.63937257458E+01
3.10388494247E+09,-4.65922467227E+01
3.10432216108E+09,-4.68011869270E+01
3.10475937969E+09,-4.69521947770E+01
3.10519659830E+09,-4.72052644361E+01
3.10563381691E+09,-4.74029652369E+01
3.10607103552E+09,-4.75690000774E+01
3.10650825413E+09,-4.78179301817E+01
3.10694547274E+09,-4.79277093437E+01
3.10738269135E+09,-4.80808068106E+01
3.10781990995E+09,-4.83163341725E+01
3.10825712856E+09,-4.84823035766E+01
3.10869434717E+09,-4.86618129440E+01
3.10913156578E+09,-4.88539510393E+01
3.10956878439E+09,-4.90622026346E+01
3.11000600300E+09,-4.92467243909E+01
3.11044322161E+09,-4.94214149039E+01
3.11088044022E+09,-4.96110691151E+01
3.11131765883E+09,-4.97820949431E+01
3.11175487744E+09,-4.99197942602E+01
3.11219209605E+09,-5.01269176685E+01
3.11262931466E+09,-5.02325313625E+01
3.11306653327E+09,-5.04676477367E+01
3.11350375188E+09,-5.05990915549E+01
