! Planar, Obzor-804, 22140011, 22.4.2/3
! Date: 26.09.2023 10:56:42
! Stimulus(Гц),    S21(дБ)
3.04617208604E+09,-3.80790391465E+01
3.04660930465E+09,-3.80627417158E+01
3.04704652326E+09,-3.80158316265E+01
3.04748374187E+09,-3.79979820741E+01
3.04792096048E+09,-3.79671500578E+01
3.04835817909E+09,-3.79411725114E+01
3.04879539770E+09,-3.79050978426E+01
3.04923261631E+09,-3.78752677803E+01
3.04966983492E+09,-3.78550298398E+01
3.05010705353E+09,-3.78140763774E+01
3.05054427214E+09,-3.77893009710E+01
3.05098149075E+09,-3.77764480971E+01
3.05141870935E+09,-3.77395788491E+01
3.05185592796E+09,-3.77152594615E+01
3.05229314657E+09,-3.76798093081E+01
3.05273036518E+09,-3.76528275654E+01
3.05316758379E+09,-3.76193139557E+01
3.05360480240E+09,-3.75874025407E+01
3.05404202101E+09,-3.75535086314E+01
3.05447923962E+09,-3.75293227158E+01
3.05491645823E+09,-3.75070190940E+01
3.05535367684E+09,-3.74763377888E+01
3.05579089545E+09,-3.74512087131E+01
3.05622811406E+09,-3.74059259000E+01
3.05666533267E+09,-3.73813478769E+01
3.05710255128E+09,-3.73408626114E+01
3.05753976988E+09,-3.73106053437E+01
3.05797698849E+09,-3.72743991562E+01
3.05841420710E+09,-3.72535062926E+01
3.05885142571E+09,-3.72134245100E+01
3.05928864432E+09,-3.71931311125E+01
3.05972586293E+09,-3.71510136542E+01
3.06016308154E+09,-3.71255914350E+01
3.06060030015E+09,-3.70971691699E+01
3.06103751876E+09,-3.70586152544E+01
3.06147473737E+09,-3.70284188591E+01
3.06191195598E+09,-3.70042074458E+01
3.06234917459E+09,-3.69674681586E+01
3.06278639320E+09,-3.69337023506E+01
3.06322361181E+09,-3.69031051822E+01
3.06366083042E+09,-3.68563991817E+01
3.06409804902E+09,-3.68267526826E+01
3.06453526763E+09,-3.68116019765E+01
3.06497248624E+09,-3.67563243769E+01
3.06540970485E+09,-3.67481461916E+01
3.06584692346E+09,-3.67080755589E+01
3.06628414207E+09,-3.66639928857E+01
3.06672136068E+09,-3.66380523177E+01
3.06715857929E+09,-3.66124316463E+01
3.06759579790E+09,-3.65599116032E+01
3.06803301651E+09,-3.65411975880E+01
3.06847023512E+09,-3.65047394774E+01
3.06890745373E+09,-3.64674941209E+01
3.06934467234E+09,-3.64248831908E+01
3.06978189095E+09,-3.64128617995E+01
3.07021910955E+09,-3.63672286672E+01
3.07065632816E+09,-3.63231323669E+01
3.07109354677E+09,-3.62955315836E+01
3.07153076538E+09,-3.62730753206E+01
3.07196798399E+09,-3.62254293788E+01
3.07240520260E+09,-3.61947589755E+01
3.07284242121E+09,-3.61677335696E+01
3.07327963982E+09,-3.61187478852E+01
3.07371685843E+09,-3.60880514322E+01
3.07415407704E+09,-3.60713841756E+01
3.07459129565E+09,-3.60197100400E+01
3.07502851426E+09,-3.59818702199E+01
3.07546573287E+09,-3.59612436680E+01
3.07590295148E+09,-3.59326999680E+01
3.07634017009E+09,-3.58907604401E+01
3.07677738869E+09,-3.58681301942E+01
3.07721460730E+09,-3.58174982313E+01
3.07765182591E+09,-3.58013270287E+01
3.07808904452E+09,-3.57568816856E+01
3.07852626313E+09,-3.57168282440E+01
3.07896348174E+09,-3.56969656343E+01
3.07940070035E+09,-3.56484481834E+01
3.07983791896E+09,-3.56167248072E+01
3.08027513757E+09,-3.55822520102E+01
3.08071235618E+09,-3.55496487335E+01
3.08114957479E+09,-3.55300302304E+01
3.08158679340E+09,-3.54806544789E+01
3.08202401201E+09,-3.54529501764E+01
3.08246123062E+09,-3.54245328611E+01
3.08289844922E+09,-3.53904462498E+01
3.08333566783E+09,-3.53624081683E+01
3.08377288644E+09,-3.53193457689E+01
3.08421010505E+09,-3.52867399932E+01
3.08464732366E+09,-3.52619064584E+01
3.08508454227E+09,-3.52323964063E+01
3.08552176088E+09,-3.52001787674E+01
3.08595897949E+09,-3.51596375405E+01
3.08639619810E+09,-3.51345329810E+01
3.08683341671E+09,-3.51032573569E+01
3.08727063532E+09,-3.50638172259E+01
3.08770785393E+09,-3.50398949930E+01
3.08814507254E+09,-3.50149695586E+01
3.08858229115E+09,-3.49635788487E+01
3.08901950975E+09,-3.49405169936E+01
3.08945672836E+09,-3.49170927920E+01
3.08989394697E+09,-3.48772841842E+01
3.09033116558E+09,-3.48593671235E+01
3.09076838419E+09,-3.48216945186E+01
3.09120560280E+09,-3.48010138480E+01
3.09164282141E+09,-3.47646809163E+01
3.09208004002E+09,-3.47415572889E+01
3.09251725863E+09,-3.47058959697E+01
3.09295447724E+09,-3.46756730179E+01
3.09339169585E+09,-3.46609103117E+01
3.09382891446E+09,-3.46257754581E+01
3.09426613307E+09,-3.45956680482E+01
3.09470335168E+09,-3.45605659799E+01
3.09514057029E+09,-3.45504609883E+01
3.09557778889E+09,-3.45065832500E+01
3.09601500750E+09,-3.44866878956E+01
3.09645222611E+09,-3.44683662315E+01
3.09688944472E+09,-3.44430918711E+01
3.09732666333E+09,-3.44137414225E+01
3.09776388194E+09,-3.43875263253E+01
3.09820110055E+09,-3.43701936244E+01
3.09863831916E+09,-3.43434931830E+01
3.09907553777E+09,-3.43225581923E+01
3.09951275638E+09,-3.42897128380E+01
3.09994997499E+09,-3.42697635678E+01
3.10038719360E+09,-3.42557561678E+01
3.10082441221E+09,-3.42254933273E+01
3.10126163082E+09,-3.42121455221E+01
3.10169884942E+09,-3.41879089705E+01
3.10213606803E+09,-3.41690840720E+01
3.10257328664E+09,-3.41456314930E+01
3.10301050525E+09,-3.41275037840E+01
3.10344772386E+09,-3.41176722764E+01
3.10388494247E+09,-3.40887235467E+01
3.10432216108E+09,-3.40590380493E+01
3.10475937969E+09,-3.40561413906E+01
3.10519659830E+09,-3.40396042782E+01
3.10563381691E+09,-3.40152311344E+01
3.10607103552E+09,-3.39990920703E+01
3.10650825413E+09,-3.39860316006E+01
3.10694547274E+09,-3.39648770461E+01
3.10738269135E+09,-3.39441711828E+01
3.10781990995E+09,-3.39331155921E+01
3.10825712856E+09,-3.39097133808E+01
3.10869434717E+09,-3.39072539637E+01
3.10913156578E+09,-3.38894970119E+01
3.10956878439E+09,-3.38750269407E+01
3.11000600300E+09,-3.38512566697E+01
3.11044322161E+09,-3.38387398717E+01
3.11088044022E+09,-3.38173681254E+01
3.11131765883E+09,-3.38086975122E+01
3.11175487744E+09,-3.37906952707E+01
3.11219209605E+09,-3.37852954531E+01
3.11262931466E+09,-3.37775392064E+01
3.11306653327E+09,-3.37666795288E+01
3.11350375188E+09,-3.37466654177E+01
3.11394097049E+09,-3.37416780163E+01
3.11437818909E+09,-3.37364065996E+01
3.11481540770E+09,-3.37219706595E+01
