! Planar, Obzor-804, 22140011, 22.4.2/3
! Date: 13.10.2023 11:22:18
! Stimulus(Гц),    S21(с)
6.74945072536E+09,+2.21426854671E-09
6.75130065033E+09,+2.21003489018E-09
6.75315057529E+09,+2.19950855554E-09
6.75500050025E+09,+2.18152074692E-09
6.75685042521E+09,+2.20974428445E-09
6.75870035018E+09,+2.21986898270E-09
6.76055027514E+09,+2.26636530500E-09
6.76240020010E+09,+2.33996855487E-09
6.76425012506E+09,+2.41262392083E-09
6.76610005003E+09,+2.39284975029E-09
6.76794997499E+09,+2.46839868628E-09
6.76979989995E+09,+2.45901978794E-09
6.77164982491E+09,+2.46214966429E-09
6.77349974987E+09,+2.52896146752E-09
6.77534967484E+09,+2.51653697270E-09
6.77719959980E+09,+2.54340165560E-09
6.77904952476E+09,+2.54012405010E-09
6.78089944972E+09,+2.55831123015E-09
6.78274937469E+09,+2.55057505907E-09
6.78459929965E+09,+2.56557194150E-09
6.78644922461E+09,+2.56682662566E-09
6.78829914957E+09,+2.57041588995E-09
6.79014907454E+09,+2.55628957579E-09
6.79199899950E+09,+2.56542609245E-09
6.79384892446E+09,+2.56528889327E-09
6.79569884942E+09,+2.56718292894E-09
6.79754877439E+09,+2.56574225249E-09
6.79939869935E+09,+2.57570066306E-09
6.80124862431E+09,+2.49340383866E-09
6.80309854927E+09,+2.43636803954E-09
6.80494847424E+09,+2.44219867913E-09
6.80679839920E+09,+2.44216448372E-09
6.80864832416E+09,+2.40063675518E-09
6.81049824912E+09,+2.40127338382E-09
6.81234817409E+09,+2.34782560641E-09
6.81419809905E+09,+2.33495196638E-09
6.81604802401E+09,+2.29420386049E-09
6.81789794897E+09,+2.23156264338E-09
6.81974787394E+09,+2.21002986004E-09
6.82159779890E+09,+2.13914477548E-09
6.82344772386E+09,+2.10936612593E-09
6.82529764882E+09,+2.06897094521E-09
6.82714757379E+09,+2.03322925839E-09
6.82899749875E+09,+1.98517927015E-09
6.83084742371E+09,+1.98409825516E-09
6.83269734867E+09,+1.96749607064E-09
6.83454727364E+09,+1.96660417095E-09
6.83639719860E+09,+1.99211408046E-09
6.83824712356E+09,+1.99721099873E-09
6.84009704852E+09,+2.03929917399E-09
6.84194697349E+09,+2.07224815523E-09
6.84379689845E+09,+2.11351291475E-09
6.84564682341E+09,+2.17363800957E-09
6.84749674837E+09,+2.22217759339E-09
6.84934667334E+09,+2.26933109017E-09
6.85119659830E+09,+2.29857022012E-09
6.85304652326E+09,+2.35512376039E-09
6.85489644822E+09,+2.38034107605E-09
6.85674637319E+09,+2.43255273060E-09
6.85859629815E+09,+2.39534959730E-09
6.86044622311E+09,+2.41010254466E-09
6.86229614807E+09,+2.40388588628E-09
6.86414607304E+09,+2.36791862903E-09
6.86599599800E+09,+2.37258558214E-09
6.86784592296E+09,+2.32971171323E-09
6.86969584792E+09,+2.30978630503E-09
6.87154577289E+09,+2.27823805257E-09
6.87339569785E+09,+2.25002335209E-09
6.87524562281E+09,+2.23470055204E-09
6.87709554777E+09,+2.23550960419E-09
6.87894547274E+09,+2.21979853281E-09
6.88079539770E+09,+2.29937218991E-09
6.88264532266E+09,+2.42694008392E-09
6.88449524762E+09,+2.42714356260E-09
6.88634517259E+09,+2.45992227622E-09
6.88819509755E+09,+2.51216448366E-09
6.89004502251E+09,+2.50449117569E-09
6.89189494747E+09,+2.53822814898E-09
6.89374487244E+09,+2.57791885616E-09
6.89559479740E+09,+2.58313555017E-09
6.89744472236E+09,+2.59577146601E-09
6.89929464732E+09,+2.59364410266E-09
6.90114457229E+09,+2.60750547760E-09
6.90299449725E+09,+2.57085020100E-09
6.90484442221E+09,+2.56799422107E-09
6.90669434717E+09,+2.53617184814E-09
6.90854427214E+09,+2.50574935439E-09
6.91039419710E+09,+2.48930021183E-09
6.91224412206E+09,+2.44027967880E-09
6.91409404702E+09,+2.42953136176E-09
6.91594397199E+09,+2.40949124857E-09
6.91779389695E+09,+2.40117434504E-09
6.91964382191E+09,+2.38664359294E-09
6.92149374687E+09,+2.14535786202E-09
6.92334367184E+09,+2.06328466249E-09
6.92519359680E+09,+2.09093751714E-09
6.92704352176E+09,+2.10851631661E-09
6.92889344672E+09,+2.11685086992E-09
6.93074337169E+09,+2.15401881156E-09
6.93259329665E+09,+2.18301570561E-09
6.93444322161E+09,+2.18962216025E-09
6.93629314657E+09,+2.22670128612E-09
6.93814307154E+09,+2.23259628718E-09
6.93999299650E+09,+2.23926403344E-09
6.94184292146E+09,+2.24829572117E-09
6.94369284642E+09,+2.22387949920E-09
6.94554277139E+09,+2.23304256849E-09
6.94739269635E+09,+2.21759124116E-09
6.94924262131E+09,+2.20325063334E-09
6.95109254627E+09,+2.19503153437E-09
6.95294247124E+09,+2.18141195892E-09
6.95479239620E+09,+2.17605967086E-09
6.95664232116E+09,+2.17109629867E-09
6.95849224612E+09,+2.14968787718E-09
6.96034217109E+09,+2.22572195826E-09
6.96219209605E+09,+2.55282038393E-09
6.96404202101E+09,+2.54773693504E-09
6.96589194597E+09,+2.55081389915E-09
6.96774187094E+09,+2.55771667627E-09
6.96959179590E+09,+2.58230533931E-09
6.97144172086E+09,+2.56597996653E-09
6.97329164582E+09,+2.54732505612E-09
6.97514157079E+09,+2.56772178702E-09
6.97699149575E+09,+2.53867660694E-09
6.97884142071E+09,+2.50919043901E-09
6.98069134567E+09,+2.50496470100E-09
6.98254127064E+09,+2.47293468720E-09
6.98439119560E+09,+2.44862436390E-09
6.98624112056E+09,+2.39684733268E-09
6.98809104552E+09,+2.39116516527E-09
6.98994097049E+09,+2.37955828190E-09
6.99179089545E+09,+2.32475333641E-09
6.99364082041E+09,+2.32622231568E-09
6.99549074537E+09,+2.34076179043E-09
6.99734067034E+09,+2.32617199718E-09
6.99919059530E+09,+2.33979692810E-09
7.00104052026E+09,+2.22051880894E-09
7.00289044522E+09,+2.09914039207E-09
7.00474037019E+09,+2.14482805455E-09
7.00659029515E+09,+2.17827160966E-09
7.00844022011E+09,+2.21736949052E-09
7.01029014507E+09,+2.28061933383E-09
7.01214007004E+09,+2.30844472202E-09
7.01398999500E+09,+2.36442897195E-09
7.01583991996E+09,+2.40135271071E-09
7.01768984492E+09,+2.43837902413E-09
7.01953976988E+09,+2.45812576301E-09
7.02138969485E+09,+2.49430714632E-09
7.02323961981E+09,+2.49602089146E-09
7.02508954477E+09,+2.51246506578E-09
7.02693946973E+09,+2.53040960424E-09
7.02878939470E+09,+2.51302750467E-09
7.03063931966E+09,+2.53659950253E-09
7.03248924462E+09,+2.51694264421E-09
7.03433916958E+09,+2.56747964167E-09
7.03618909455E+09,+2.54230531453E-09
7.03803901951E+09,+2.54123209070E-09
7.03988894447E+09,+2.55444641359E-09
7.04173886943E+09,+2.54210242215E-09
7.04358879440E+09,+2.50969835260E-09
7.04543871936E+09,+2.51771296968E-09
7.04728864432E+09,+2.47877554823E-09
7.04913856928E+09,+2.42635534459E-09
7.05098849425E+09,+2.39231051226E-09
7.05283841921E+09,+2.33641621150E-09
7.05468834417E+09,+2.23908672265E-09
7.05653826913E+09,+2.16434386228E-09
7.05838819410E+09,+2.04712069663E-09
7.06023811906E+09,+1.96585961207E-09
7.06208804402E+09,+1.82788861044E-09
7.06393796898E+09,+1.72637074008E-09
7.06578789395E+09,+1.64040941743E-09
7.06763781891E+09,+1.52688238670E-09
7.06948774387E+09,+1.43785994187E-09
7.07133766883E+09,+1.35743685837E-09
7.07318759380E+09,+1.30665792038E-09
7.07503751876E+09,+1.25620616154E-09
7.07688744372E+09,+1.25553923146E-09
7.07873736868E+09,+1.22686715778E-09
7.08058729365E+09,+1.32783830551E-09
7.08243721861E+09,+1.53546043133E-09
7.08428714357E+09,+1.58516077433E-09
7.08613706853E+09,+1.66699814048E-09
7.08798699350E+09,+1.74919848809E-09
7.08983691846E+09,+1.86221136006E-09
7.09168684342E+09,+1.96753032959E-09
7.09353676838E+09,+2.07768537422E-09
7.09538669335E+09,+2.21112967507E-09
7.09723661831E+09,+2.30884490698E-09
7.09908654327E+09,+2.41811936923E-09
7.10093646823E+09,+2.51913333217E-09
7.10278639320E+09,+2.57300557759E-09
7.10463631816E+09,+2.65230120743E-09
7.10648624312E+09,+2.69554706934E-09
7.10833616808E+09,+2.76916489212E-09
7.11018609305E+09,+2.72721149968E-09
7.11203601801E+09,+2.75580818982E-09
7.11388594297E+09,+2.74155857636E-09
7.11573586793E+09,+2.74233232981E-09
7.11758579290E+09,+2.70665462737E-09
7.11943571786E+09,+2.71896054762E-09
7.12128564282E+09,+2.55654991816E-09
7.12313556778E+09,+2.49560864895E-09
7.12498549275E+09,+2.49760512358E-09
7.12683541771E+09,+2.48033695463E-09
7.12868534267E+09,+2.48561506554E-09
7.13053526763E+09,+2.48347135606E-09
7.13238519260E+09,+2.48460378972E-09
7.13423511756E+09,+2.49465226454E-09
7.13608504252E+09,+2.47044658657E-09
7.13793496748E+09,+2.47995660500E-09
7.13978489245E+09,+2.46090878899E-09
7.14163481741E+09,+2.43349062234E-09
7.14348474237E+09,+2.40657308594E-09
7.14533466733E+09,+2.38778473120E-09
7.14718459230E+09,+2.34852679647E-09
7.14903451726E+09,+2.28838245280E-09
7.15088444222E+09,+2.26706175045E-09
7.15273436718E+09,+2.24066406648E-09
7.15458429215E+09,+2.19030736218E-09
7.15643421711E+09,+2.15918013614E-09
7.15828414207E+09,+2.17320727306E-09
7.16013406703E+09,+2.14434381105E-09
7.16198399200E+09,+1.97236432680E-09
7.16383391696E+09,+2.01820527320E-09
7.16568384192E+09,+2.01823412060E-09
7.16753376688E+09,+2.04955832698E-09
7.16938369185E+09,+2.08160389228E-09
7.17123361681E+09,+2.13343658248E-09
7.17308354177E+09,+2.13631154507E-09
7.17493346673E+09,+2.19665407878E-09
7.17678339170E+09,+2.20614808666E-09
7.17863331666E+09,+2.25243000772E-09
7.18048324162E+09,+2.24346001442E-09
7.18233316658E+09,+2.25246262209E-09
7.18418309155E+09,+2.23227148504E-09
7.18603301651E+09,+2.22114377796E-09
7.18788294147E+09,+2.17316502547E-09
7.18973286643E+09,+2.16709983091E-09
7.19158279140E+09,+2.10672983905E-09
7.19343271636E+09,+2.04674930109E-09
7.19528264132E+09,+2.02467093132E-09
7.19713256628E+09,+1.97494512965E-09
7.19898249125E+09,+1.94338779882E-09
7.20083241621E+09,+2.08736273919E-09
7.20268234117E+09,+2.29127532530E-09
7.20453226613E+09,+2.27124189210E-09
7.20638219110E+09,+2.28792909334E-09
7.20823211606E+09,+2.25291769786E-09
7.21008204102E+09,+2.30519655854E-09
7.21193196598E+09,+2.29708188227E-09
7.21378189095E+09,+2.32342804218E-09
7.21563181591E+09,+2.34848230393E-09
7.21748174087E+09,+2.39797484974E-09
7.21933166583E+09,+2.39035951116E-09
7.22118159080E+09,+2.40729973464E-09
7.22303151576E+09,+2.43165231664E-09
7.22488144072E+09,+2.42787288445E-09
7.22673136568E+09,+2.45678466563E-09
7.22858129065E+09,+2.44262549733E-09
7.23043121561E+09,+2.43364045803E-09
7.23228114057E+09,+2.41771944631E-09
7.23413106553E+09,+2.41351904132E-09
7.23598099050E+09,+2.39672435125E-09
7.23783091546E+09,+2.39479875864E-09
7.23968084042E+09,+2.36061500184E-09
7.24153076538E+09,+2.14206534552E-09
7.24338069035E+09,+2.09889332131E-09
7.24523061531E+09,+2.08944009466E-09
7.24708054027E+09,+2.08252511034E-09
7.24893046523E+09,+2.10757764950E-09
7.25078039020E+09,+2.12072928452E-09
7.25263031516E+09,+2.10837290417E-09
7.25448024012E+09,+2.16783145223E-09
7.25633016508E+09,+2.16899902494E-09
7.25818009005E+09,+2.19189671161E-09
7.26003001501E+09,+2.19799361697E-09
7.26187993997E+09,+2.21692697766E-09
7.26372986493E+09,+2.22345976425E-09
7.26557978989E+09,+2.23750379395E-09
7.26742971486E+09,+2.23363352148E-09
7.26927963982E+09,+2.23999391304E-09
7.27112956478E+09,+2.22076586922E-09
7.27297948974E+09,+2.23347297230E-09
7.27482941471E+09,+2.19451541880E-09
7.27667933967E+09,+2.19982769984E-09
7.27852926463E+09,+2.18730982157E-09
7.28037918959E+09,+2.14719481195E-09
7.28222911456E+09,+2.05471877195E-09
7.28407903952E+09,+2.04325276657E-09
7.28592896448E+09,+2.02855712074E-09
7.28777888944E+09,+2.03842441888E-09
7.28962881441E+09,+2.02044495136E-09
7.29147873937E+09,+2.00141034819E-09
7.29332866433E+09,+1.97617452741E-09
7.29517858929E+09,+1.99127843923E-09
7.29702851426E+09,+1.96373136280E-09
7.29887843922E+09,+1.92588034429E-09
7.30072836418E+09,+1.91949365591E-09
7.30257828914E+09,+1.90241801844E-09
7.30442821411E+09,+1.85215705616E-09
7.30627813907E+09,+1.83365808303E-09
7.30812806403E+09,+1.78670186441E-09
7.30997798899E+09,+1.75283893029E-09
7.31182791396E+09,+1.72140138495E-09
7.31367783892E+09,+1.67956782174E-09
7.31552776388E+09,+1.65275791573E-09
7.31737768884E+09,+1.63680573643E-09
7.31922761381E+09,+1.60881244666E-09
7.32107753877E+09,+1.90332446780E-09
7.32292746373E+09,+2.11780874132E-09
7.32477738869E+09,+2.11858208935E-09
7.32662731366E+09,+2.16167276782E-09
7.32847723862E+09,+2.18359968454E-09
7.33032716358E+09,+2.20349248303E-09
7.33217708854E+09,+2.26829529495E-09
7.33402701351E+09,+2.32113757087E-09
7.33587693847E+09,+2.38259079811E-09
7.33772686343E+09,+2.41555574388E-09
7.33957678839E+09,+2.51378764883E-09
7.34142671336E+09,+2.58261546225E-09
7.34327663832E+09,+2.61719076213E-09
7.34512656328E+09,+2.69086662988E-09
7.34697648824E+09,+2.72844224025E-09
7.34882641321E+09,+2.77051505290E-09
7.35067633817E+09,+2.81159567835E-09
7.35252626313E+09,+2.85124485115E-09
7.35437618809E+09,+2.84754652050E-09
7.35622611306E+09,+2.87809783402E-09
7.35807603802E+09,+2.86235609400E-09
7.35992596298E+09,+2.85947334081E-09
7.36177588794E+09,+2.64156094181E-09
7.36362581291E+09,+2.57891051231E-09
7.36547573787E+09,+2.59967349180E-09
7.36732566283E+09,+2.57098885705E-09
7.36917558779E+09,+2.56347019804E-09
7.37102551276E+09,+2.52355519480E-09
7.37287543772E+09,+2.53790015526E-09
7.37472536268E+09,+2.48398952107E-09
7.37657528764E+09,+2.48922651260E-09
7.37842521261E+09,+2.46529628655E-09
7.38027513757E+09,+2.46521811805E-09
7.38212506253E+09,+2.44591155055E-09
7.38397498749E+09,+2.40734494091E-09
7.38582491246E+09,+2.41040715609E-09
7.38767483742E+09,+2.40163765047E-09
7.38952476238E+09,+2.37942986152E-09
7.39137468734E+09,+2.36336840427E-09
7.39322461231E+09,+2.35441168094E-09
7.39507453727E+09,+2.31911184766E-09
7.39692446223E+09,+2.34709410829E-09
7.39877438719E+09,+2.32520019323E-09
7.40062431216E+09,+2.56770064312E-09
7.40247423712E+09,+3.06784214570E-09
7.40432416208E+09,+3.09982996158E-09
7.40617408704E+09,+3.07238413748E-09
7.40802401201E+09,+3.09920184096E-09
7.40987393697E+09,+3.10525644053E-09
7.41172386193E+09,+3.15169718260E-09
7.41357378689E+09,+3.16555737423E-09
7.41542371186E+09,+3.16826957234E-09
7.41727363682E+09,+3.18935923027E-09
7.41912356178E+09,+3.20340542869E-09
7.42097348674E+09,+3.22083298313E-09
7.42282341171E+09,+3.22656321867E-09
7.42467333667E+09,+3.21150256526E-09
7.42652326163E+09,+3.22528370596E-09
7.42837318659E+09,+3.22637236999E-09
7.43022311156E+09,+3.17893826459E-09
7.43207303652E+09,+3.16694830968E-09
7.43392296148E+09,+3.15338706053E-09
7.43577288644E+09,+3.11932564740E-09
7.43762281141E+09,+3.08807608007E-09
7.43947273637E+09,+3.04749374726E-09
7.44132266133E+09,+2.90772735550E-09
7.44317258629E+09,+2.82398886287E-09
7.44502251126E+09,+2.80809569520E-09
7.44687243622E+09,+2.79013906564E-09
7.44872236118E+09,+2.74098670425E-09
7.45057228614E+09,+2.75108897439E-09
7.45242221111E+09,+2.72655194306E-09
7.45427213607E+09,+2.73442850300E-09
7.45612206103E+09,+2.72806184124E-09
7.45797198599E+09,+2.72943816022E-09
7.45982191096E+09,+2.73733781160E-09
7.46167183592E+09,+2.75348847286E-09
7.46352176088E+09,+2.76649011125E-09
7.46537168584E+09,+2.78359062900E-09
7.46722161081E+09,+2.79235286185E-09
7.46907153577E+09,+2.82260391754E-09
7.47092146073E+09,+2.83059738521E-09
7.47277138569E+09,+2.83935340155E-09
7.47462131066E+09,+2.88419496568E-09
7.47647123562E+09,+2.86096547393E-09
7.47832116058E+09,+2.89739549320E-09
7.48017108554E+09,+2.87633123496E-09
7.48202101051E+09,+2.52741472557E-09
7.48387093547E+09,+2.53821093214E-09
7.48572086043E+09,+2.52310501811E-09
7.48757078539E+09,+2.52975167801E-09
7.48942071036E+09,+2.54154584407E-09
7.49127063532E+09,+2.51690847210E-09
7.49312056028E+09,+2.51311398068E-09
7.49497048524E+09,+2.51572619540E-09
7.49682041021E+09,+2.48899694928E-09
7.49867033517E+09,+2.49275969463E-09
7.50052026013E+09,+2.46665450981E-09
7.50237018509E+09,+2.44113255458E-09
7.50422011006E+09,+2.44331334423E-09
7.50607003502E+09,+2.44447538002E-09
7.50791995998E+09,+2.39306315686E-09
7.50976988494E+09,+2.40625309318E-09
7.51161980990E+09,+2.37095589996E-09
7.51346973487E+09,+2.38088627901E-09
7.51531965983E+09,+2.35414300286E-09
7.51716958479E+09,+2.37082698434E-09
7.51901950975E+09,+2.35526833403E-09
7.52086943472E+09,+2.23784339381E-09
7.52271935968E+09,+2.07366710347E-09
7.52456928464E+09,+2.09122251172E-09
7.52641920960E+09,+2.05641582797E-09
7.52826913457E+09,+2.13171775047E-09
7.53011905953E+09,+2.11863753126E-09
7.53196898449E+09,+2.13801906378E-09
7.53381890945E+09,+2.15441091792E-09
7.53566883442E+09,+2.17316310563E-09
7.53751875938E+09,+2.18561889713E-09
7.53936868434E+09,+2.21818415060E-09
7.54121860930E+09,+2.21601889542E-09
7.54306853427E+09,+2.26481610412E-09
7.54491845923E+09,+2.25060498815E-09
7.54676838419E+09,+2.26358931329E-09
7.54861830915E+09,+2.29637692442E-09
7.55046823412E+09,+2.29217837262E-09
7.55231815908E+09,+2.28480515530E-09
7.55416808404E+09,+2.28426842081E-09
7.55601800900E+09,+2.29719041612E-09
7.55786793397E+09,+2.30079967197E-09
7.55971785893E+09,+2.26237820510E-09
7.56156778389E+09,+2.17685419680E-09
7.56341770885E+09,+2.11895381411E-09
7.56526763382E+09,+2.13968761883E-09
7.56711755878E+09,+2.11045456363E-09
7.56896748374E+09,+2.10261169647E-09
7.57081740870E+09,+2.10892115205E-09
7.57266733367E+09,+2.08626757488E-09
7.57451725863E+09,+2.10188109914E-09
7.57636718359E+09,+2.08424870736E-09
7.57821710855E+09,+2.08635877251E-09
7.58006703352E+09,+2.08055509389E-09
7.58191695848E+09,+2.09147140915E-09
7.58376688344E+09,+2.07738058322E-09
7.58561680840E+09,+2.08538103175E-09
7.58746673337E+09,+2.09998761475E-09
7.58931665833E+09,+2.12032080202E-09
7.59116658329E+09,+2.11499936297E-09
7.59301650825E+09,+2.11523956804E-09
7.59486643322E+09,+2.14863866492E-09
7.59671635818E+09,+2.15104572286E-09
7.59856628314E+09,+2.18105123465E-09
7.60041620810E+09,+2.19905055532E-09
7.60226613307E+09,+2.24967171949E-09
7.60411605803E+09,+2.24785236491E-09
7.60596598299E+09,+2.27038537480E-09
7.60781590795E+09,+2.29080689567E-09
7.60966583292E+09,+2.30074783862E-09
7.61151575788E+09,+2.27479787414E-09
7.61336568284E+09,+2.31922892224E-09
7.61521560780E+09,+2.31058773020E-09
7.61706553277E+09,+2.28840053590E-09
7.61891545773E+09,+2.29263495754E-09
7.62076538269E+09,+2.25641645970E-09
7.62261530765E+09,+2.24951843746E-09
7.62446523262E+09,+2.23281647229E-09
7.62631515758E+09,+2.21024820657E-09
7.62816508254E+09,+2.18224619140E-09
7.63001500750E+09,+2.14990391551E-09
7.63186493247E+09,+2.13520900141E-09
7.63371485743E+09,+2.11306795744E-09
7.63556478239E+09,+2.08895639190E-09
7.63741470735E+09,+2.08636285148E-09
7.63926463232E+09,+2.04392310009E-09
7.64111455728E+09,+2.03503287066E-09
7.64296448224E+09,+2.03277061246E-09
7.64481440720E+09,+2.01803007276E-09
7.64666433217E+09,+2.02324176164E-09
7.64851425713E+09,+2.04207203267E-09
7.65036418209E+09,+2.02659721883E-09
7.65221410705E+09,+2.07682665162E-09
7.65406403202E+09,+2.02970671456E-09
7.65591395698E+09,+2.08349076911E-09
7.65776388194E+09,+2.09797658648E-09
7.65961380690E+09,+2.09274604305E-09
7.66146373187E+09,+2.12780149388E-09
7.66331365683E+09,+2.11291053817E-09
7.66516358179E+09,+2.14775563809E-09
7.66701350675E+09,+2.13566397150E-09
7.66886343172E+09,+2.16684662924E-09
7.67071335668E+09,+2.16038521631E-09
7.67256328164E+09,+2.17759512131E-09
7.67441320660E+09,+2.16365050041E-09
7.67626313157E+09,+2.18905476775E-09
7.67811305653E+09,+2.18469489549E-09
7.67996298149E+09,+2.18990920824E-09
7.68181290645E+09,+2.20747656328E-09
7.68366283142E+09,+2.20880344761E-09
7.68551275638E+09,+2.21432676846E-09
7.68736268134E+09,+2.20741414437E-09
7.68921260630E+09,+2.21936261481E-09
7.69106253127E+09,+2.19201792580E-09
7.69291245623E+09,+2.22918789477E-09
7.69476238119E+09,+2.21463422106E-09
7.69661230615E+09,+2.19006826787E-09
7.69846223112E+09,+2.14603264353E-09
7.70031215608E+09,+2.20296277068E-09
7.70216208104E+09,+2.13244167170E-09
7.70401200600E+09,+2.11898381919E-09
7.70586193097E+09,+2.12257245622E-09
7.70771185593E+09,+2.06282179379E-09
7.70956178089E+09,+2.04667197129E-09
7.71141170585E+09,+2.04153036414E-09
7.71326163082E+09,+2.01866371883E-09
7.71511155578E+09,+1.99739025200E-09
7.71696148074E+09,+1.96232529815E-09
7.71881140570E+09,+1.96635886478E-09
7.72066133067E+09,+1.99264783887E-09
7.72251125563E+09,+2.04629503207E-09
7.72436118059E+09,+2.05938591666E-09
7.72621110555E+09,+2.06667177802E-09
7.72806103052E+09,+2.07178121618E-09
7.72991095548E+09,+2.08794308141E-09
7.73176088044E+09,+2.10603292584E-09
7.73361080540E+09,+2.14814200230E-09
7.73546073037E+09,+2.11621981356E-09
7.73731065533E+09,+2.17166912666E-09
7.73916058029E+09,+2.16484707045E-09
7.74101050525E+09,+2.20406848412E-09
7.74286043022E+09,+2.19714989889E-09
7.74471035518E+09,+2.20730177887E-09
7.74656028014E+09,+2.24424790480E-09
7.74841020510E+09,+2.25084000877E-09
7.75026013007E+09,+2.19612106757E-09
7.75211005503E+09,+2.27466899361E-09
7.75395997999E+09,+2.24325416001E-09
7.75580990495E+09,+2.24066829067E-09
7.75765982991E+09,+2.25342269390E-09
7.75950975488E+09,+2.23650652885E-09
7.76135967984E+09,+2.19413384203E-09
7.76320960480E+09,+2.17115801055E-09
7.76505952976E+09,+2.19746546690E-09
7.76690945473E+09,+2.18079334163E-09
7.76875937969E+09,+2.18931936953E-09
7.77060930465E+09,+2.19103988537E-09
7.77245922961E+09,+2.20393505112E-09
7.77430915458E+09,+2.19261787512E-09
7.77615907954E+09,+2.20545063092E-09
7.77800900450E+09,+2.21710470762E-09
7.77985892946E+09,+2.23750123680E-09
7.78170885443E+09,+2.18852744651E-09
7.78355877939E+09,+2.22562030687E-09
7.78540870435E+09,+2.20329800099E-09
7.78725862931E+09,+2.24839196170E-09
7.78910855428E+09,+2.21830846980E-09
7.79095847924E+09,+2.22854456426E-09
7.79280840420E+09,+2.19212975657E-09
7.79465832916E+09,+2.22264519426E-09
7.79650825413E+09,+2.19842486961E-09
7.79835817909E+09,+2.18954825203E-09
7.80020810405E+09,+2.18191087522E-09
7.80205802901E+09,+2.10902569259E-09
7.80390795398E+09,+2.10465164580E-09
7.80575787894E+09,+2.10544933227E-09
7.80760780390E+09,+2.09065208714E-09
7.80945772886E+09,+2.08634111121E-09
7.81130765383E+09,+2.08087475255E-09
7.81315757879E+09,+2.07922753282E-09
7.81500750375E+09,+2.06260280020E-09
7.81685742871E+09,+2.06012361238E-09
7.81870735368E+09,+2.03977050884E-09
7.82055727864E+09,+2.02281064671E-09
7.82240720360E+09,+2.03800028510E-09
7.82425712856E+09,+2.03030268941E-09
7.82610705353E+09,+1.98986033399E-09
7.82795697849E+09,+2.00943803760E-09
7.82980690345E+09,+2.00230222819E-09
7.83165682841E+09,+2.01507167769E-09
7.83350675338E+09,+1.95065576357E-09
7.83535667834E+09,+1.99662202616E-09
7.83720660330E+09,+2.00617925306E-09
7.83905652826E+09,+1.99779952924E-09
7.84090645323E+09,+2.16765024600E-09
7.84275637819E+09,+2.29779908102E-09
7.84460630315E+09,+2.29569864379E-09
7.84645622811E+09,+2.31535274402E-09
7.84830615308E+09,+2.37121246046E-09
7.85015607804E+09,+2.37612929276E-09
7.85200600300E+09,+2.37737176343E-09
7.85385592796E+09,+2.40322453767E-09
7.85570585293E+09,+2.40846784403E-09
7.85755577789E+09,+2.42771019823E-09
7.85940570285E+09,+2.42529444950E-09
7.86125562781E+09,+2.44034652129E-09
7.86310555278E+09,+2.39836680542E-09
7.86495547774E+09,+2.38113664408E-09
7.86680540270E+09,+2.41096221384E-09
7.86865532766E+09,+2.35731463332E-09
7.87050525263E+09,+2.35038490418E-09
7.87235517759E+09,+2.32270261480E-09
7.87420510255E+09,+2.32919768676E-09
7.87605502751E+09,+2.29588741365E-09
7.87790495248E+09,+2.29238283792E-09
7.87975487744E+09,+2.30739530243E-09
7.88160480240E+09,+2.12442674334E-09
7.88345472736E+09,+2.14679348499E-09
7.88530465233E+09,+2.16701278328E-09
7.88715457729E+09,+2.12697755511E-09
7.88900450225E+09,+2.17789201277E-09
7.89085442721E+09,+2.18581035083E-09
7.89270435218E+09,+2.18880305537E-09
7.89455427714E+09,+2.21503070897E-09
7.89640420210E+09,+2.22928771407E-09
7.89825412706E+09,+2.22083047758E-09
7.90010405203E+09,+2.23303201779E-09
7.90195397699E+09,+2.20648358231E-09
7.90380390195E+09,+2.20760994667E-09
7.90565382691E+09,+2.18819380117E-09
7.90750375188E+09,+2.16988588363E-09
7.90935367684E+09,+2.13447254573E-09
7.91120360180E+09,+2.12213902934E-09
7.91305352676E+09,+2.03719219379E-09
7.91490345173E+09,+2.07416883938E-09
7.91675337669E+09,+2.01936542336E-09
7.91860330165E+09,+2.02156321770E-09
7.92045322661E+09,+1.97037822769E-09
7.92230315158E+09,+1.97849552254E-09
7.92415307654E+09,+1.97429210296E-09
7.92600300150E+09,+2.00451905203E-09
7.92785292646E+09,+2.01048039219E-09
7.92970285143E+09,+2.03839935518E-09
7.93155277639E+09,+2.09284445320E-09
7.93340270135E+09,+2.07794402885E-09
7.93525262631E+09,+2.14484958031E-09
7.93710255128E+09,+2.19834961892E-09
7.93895247624E+09,+2.20943917004E-09
7.94080240120E+09,+2.25612003889E-09
7.94265232616E+09,+2.26469496979E-09
7.94450225113E+09,+2.29219634378E-09
7.94635217609E+09,+2.27620852812E-09
7.94820210105E+09,+2.28037623456E-09
7.95005202601E+09,+2.28016415231E-09
7.95190195098E+09,+2.23627203233E-09
7.95375187594E+09,+2.21152601258E-09
7.95560180090E+09,+2.18447876517E-09
7.95745172586E+09,+2.14658640659E-09
7.95930165083E+09,+2.13596696881E-09
7.96115157579E+09,+2.21629867020E-09
7.96300150075E+09,+2.30601009036E-09
7.96485142571E+09,+2.25748004396E-09
7.96670135068E+09,+2.27480024529E-09
7.96855127564E+09,+2.26230327010E-09
7.97040120060E+09,+2.28851561376E-09
7.97225112556E+09,+2.28789865484E-09
7.97410105053E+09,+2.34541576889E-09
