! Planar, Obzor-804, 22140011, 22.4.2/3
! Date: 13.10.2023 11:21:34
! Stimulus(Гц),    S21(дБ)
4.82367883942E+09,-1.25544362295E+00
4.82552876438E+09,-1.26076004715E+00
4.82737868934E+09,-1.24916354905E+00
4.82922861431E+09,-1.22323496859E+00
4.83107853927E+09,-1.18632412164E+00
4.83292846423E+09,-1.12842695441E+00
4.83477838919E+09,-1.06150233559E+00
4.83662831416E+09,-9.86592462157E-01
4.83847823912E+09,-9.02778954107E-01
4.84032816408E+09,-8.13297592023E-01
4.84217808904E+09,-7.05569191497E-01
4.84402801401E+09,-5.98970505749E-01
4.84587793897E+09,-4.97544374717E-01
4.84772786393E+09,-4.01200476341E-01
4.84957778889E+09,-3.17914967309E-01
4.85142771386E+09,-2.40334852944E-01
4.85327763882E+09,-1.72975197322E-01
4.85512756378E+09,-1.18069261614E-01
4.85697748874E+09,-7.16491078220E-02
4.85882741371E+09,-3.43089683785E-02
4.86067733867E+09,-6.09717050199E-03
4.86252726363E+09,+1.55053673284E-02
4.86437718859E+09,+3.19718269688E-02
4.86622711356E+09,+3.92931277134E-02
4.86807703852E+09,+4.92757953238E-02
4.86992696348E+09,+5.37851326081E-02
4.87177688844E+09,+5.43366713700E-02
4.87362681341E+09,+5.62756762309E-02
4.87547673837E+09,+5.52232212338E-02
4.87732666333E+09,+4.89248767300E-02
4.87917658829E+09,+4.35604639312E-02
4.88102651326E+09,+4.94681747815E-02
4.88287643822E+09,+6.33988569447E-02
4.88472636318E+09,+7.97417927429E-02
4.88657628814E+09,+9.32465190238E-02
4.88842621311E+09,+1.08725521698E-01
4.89027613807E+09,+1.26946098427E-01
4.89212606303E+09,+1.44605358310E-01
4.89397598799E+09,+1.64249163115E-01
4.89582591296E+09,+1.90832212249E-01
4.89767583792E+09,+2.19236280203E-01
4.89952576288E+09,+2.52149467960E-01
4.90137568784E+09,+2.90853341199E-01
4.90322561281E+09,+3.27372606918E-01
4.90507553777E+09,+3.72100851664E-01
4.90692546273E+09,+4.12952643129E-01
4.90877538769E+09,+4.57535446960E-01
4.91062531266E+09,+4.99171769087E-01
4.91247523762E+09,+5.34339036494E-01
4.91432516258E+09,+5.64141472654E-01
4.91617508754E+09,+5.89015388416E-01
4.91802501251E+09,+6.09525238206E-01
4.91987493747E+09,+6.16240534327E-01
4.92172486243E+09,+5.79166563732E-01
4.92357478739E+09,+5.22797520504E-01
4.92542471236E+09,+4.59063657809E-01
4.92727463732E+09,+3.93295229912E-01
4.92912456228E+09,+3.20375666731E-01
4.93097448724E+09,+2.44492403795E-01
4.93282441221E+09,+1.64545772250E-01
4.93467433717E+09,+8.89037978943E-02
4.93652426213E+09,+9.83323747034E-03
4.93837418709E+09,-6.00193121706E-02
4.94022411206E+09,-1.25498386936E-01
4.94207403702E+09,-1.89480237926E-01
4.94392396198E+09,-2.43119521697E-01
4.94577388694E+09,-2.91013896442E-01
4.94762381191E+09,-3.31919308865E-01
4.94947373687E+09,-3.65965145853E-01
4.95132366183E+09,-3.89346428196E-01
4.95317358679E+09,-4.10333505662E-01
4.95502351176E+09,-4.28161658150E-01
4.95687343672E+09,-4.32820619766E-01
4.95872336168E+09,-4.40107135996E-01
4.96057328664E+09,-4.34391802311E-01
4.96242321161E+09,-4.13139798873E-01
4.96427313657E+09,-3.91674574765E-01
4.96612306153E+09,-3.69604761765E-01
4.96797298649E+09,-3.43505164917E-01
4.96982291146E+09,-3.15347534638E-01
4.97167283642E+09,-2.92648527248E-01
4.97352276138E+09,-2.65401965800E-01
4.97537268634E+09,-2.42764305915E-01
4.97722261131E+09,-2.21246942074E-01
4.97907253627E+09,-1.98459244030E-01
4.98092246123E+09,-1.79232465863E-01
4.98277238619E+09,-1.61979316539E-01
4.98462231116E+09,-1.48948515266E-01
4.98647223612E+09,-1.33526301843E-01
4.98832216108E+09,-1.27329789509E-01
4.99017208604E+09,-1.17727487336E-01
4.99202201101E+09,-1.07196717126E-01
4.99387193597E+09,-1.05170752086E-01
4.99572186093E+09,-1.02692650380E-01
4.99757178589E+09,-9.97920349273E-02
4.99942171086E+09,-9.78050662087E-02
5.00127163582E+09,-9.22570845022E-02
5.00312156078E+09,-7.87601383864E-02
5.00497148574E+09,-7.07112063648E-02
5.00682141071E+09,-6.56365573842E-02
5.00867133567E+09,-5.45539415980E-02
5.01052126063E+09,-4.83415889702E-02
5.01237118559E+09,-4.09332398086E-02
5.01422111056E+09,-3.43481543710E-02
5.01607103552E+09,-2.80948168077E-02
5.01792096048E+09,-2.42604644791E-02
5.01977088544E+09,-1.58179747446E-02
5.02162081041E+09,-5.17334964396E-03
5.02347073537E+09,-1.88023498799E-05
5.02532066033E+09,+1.22036907833E-02
5.02717058529E+09,+2.29954269297E-02
5.02902051026E+09,+3.65611277419E-02
5.03087043522E+09,+5.23667331394E-02
5.03272036018E+09,+7.37261280688E-02
5.03457028514E+09,+9.29857789509E-02
5.03642021011E+09,+1.12230198253E-01
5.03827013507E+09,+1.38420165593E-01
5.04012006003E+09,+1.61874536168E-01
5.04196998499E+09,+1.85685053190E-01
5.04381990995E+09,+2.11027123392E-01
5.04566983492E+09,+2.33923702926E-01
5.04751975988E+09,+2.56764394053E-01
5.04936968484E+09,+2.82081413657E-01
5.05121960980E+09,+3.08191681056E-01
5.05306953477E+09,+3.29109917309E-01
5.05491945973E+09,+3.53275057175E-01
5.05676938469E+09,+3.71735568709E-01
5.05861930965E+09,+3.87481004305E-01
5.06046923462E+09,+4.04052212931E-01
5.06231915958E+09,+4.17340812711E-01
5.06416908454E+09,+4.27355843059E-01
5.06601900950E+09,+4.32816075356E-01
5.06786893447E+09,+4.37546499353E-01
5.06971885943E+09,+4.35126125640E-01
5.07156878439E+09,+4.33976372890E-01
5.07341870935E+09,+4.32295203707E-01
5.07526863432E+09,+4.22541495005E-01
5.07711855928E+09,+4.13410418818E-01
5.07896848424E+09,+4.02590939318E-01
5.08081840920E+09,+3.85153958538E-01
5.08266833417E+09,+3.55823771262E-01
5.08451825913E+09,+3.29689555465E-01
5.08636818409E+09,+2.99115877616E-01
5.08821810905E+09,+2.66555575826E-01
5.09006803402E+09,+2.40336214766E-01
5.09191795898E+09,+2.11563536435E-01
5.09376788394E+09,+1.85563714202E-01
5.09561780890E+09,+1.58977800236E-01
5.09746773387E+09,+1.36569930092E-01
5.09931765883E+09,+1.15684796990E-01
5.10116758379E+09,+9.76285175080E-02
5.10301750875E+09,+8.26880200984E-02
5.10486743372E+09,+6.98119118490E-02
5.10671735868E+09,+6.09231059054E-02
5.10856728364E+09,+5.43938207410E-02
5.11041720860E+09,+4.65701058768E-02
5.11226713357E+09,+4.04123352429E-02
5.11411705853E+09,+2.95812544021E-02
5.11596698349E+09,+2.12527065653E-02
5.11781690845E+09,+1.30612124901E-02
5.11966683342E+09,-2.30592840767E-03
5.12151675838E+09,-1.05594350010E-03
5.12336668334E+09,-1.12150267729E-03
5.12521660830E+09,-7.51876336216E-03
5.12706653327E+09,-1.26614401518E-02
5.12891645823E+09,-2.71268650557E-02
5.13076638319E+09,-4.12349845146E-02
5.13261630815E+09,-6.15060336192E-02
5.13446623312E+09,-7.89391845840E-02
5.13631615808E+09,-9.97608852427E-02
5.13816608304E+09,-1.19698807840E-01
5.14001600800E+09,-1.35321481473E-01
5.14186593297E+09,-1.53115114027E-01
5.14371585793E+09,-1.62444938846E-01
5.14556578289E+09,-1.72302825399E-01
5.14741570785E+09,-1.79135518711E-01
5.14926563282E+09,-1.76804088584E-01
5.15111555778E+09,-1.74287104344E-01
5.15296548274E+09,-1.61910932381E-01
5.15481540770E+09,-1.48870949271E-01
5.15666533267E+09,-1.32263113906E-01
5.15851525763E+09,-1.08162454951E-01
5.16036518259E+09,-8.73359037878E-02
5.16221510755E+09,-7.45736050589E-02
5.16406503252E+09,-6.04269593257E-02
5.16591495748E+09,-4.90762183386E-02
5.16776488244E+09,-3.42606999534E-02
5.16961480740E+09,-1.99840343613E-02
5.17146473237E+09,-2.33567504922E-03
5.17331465733E+09,+1.17754785396E-02
5.17516458229E+09,+2.82316246700E-02
5.17701450725E+09,+4.39566421846E-02
5.17886443222E+09,+5.57099918471E-02
5.18071435718E+09,+7.40370260373E-02
5.18256428214E+09,+8.65712993843E-02
5.18441420710E+09,+1.06095599861E-01
5.18626413207E+09,+1.24744911364E-01
5.18811405703E+09,+1.43876647010E-01
5.18996398199E+09,+1.68022327167E-01
5.19181390695E+09,+1.87806505092E-01
5.19366383192E+09,+2.10346948779E-01
5.19551375688E+09,+2.31665590038E-01
5.19736368184E+09,+2.52234206916E-01
5.19921360680E+09,+2.70520772922E-01
5.20106353177E+09,+2.86056876093E-01
5.20291345673E+09,+2.97602162951E-01
5.20476338169E+09,+3.04721062259E-01
5.20661330665E+09,+3.12210876692E-01
5.20846323162E+09,+3.12726839514E-01
5.21031315658E+09,+3.09770705275E-01
5.21216308154E+09,+3.06714462666E-01
5.21401300650E+09,+2.97454763551E-01
5.21586293147E+09,+2.88594829226E-01
5.21771285643E+09,+2.77951180987E-01
5.21956278139E+09,+2.64772073110E-01
5.22141270635E+09,+2.53142227444E-01
5.22326263132E+09,+2.41596172233E-01
5.22511255628E+09,+2.30319837771E-01
5.22696248124E+09,+2.19925307561E-01
5.22881240620E+09,+2.07429428845E-01
5.23066233117E+09,+1.99469991008E-01
5.23251225613E+09,+1.92628477415E-01
5.23436218109E+09,+1.89815352492E-01
5.23621210605E+09,+1.82680370905E-01
5.23806203102E+09,+1.83633973583E-01
5.23991195598E+09,+1.80187054899E-01
5.24176188094E+09,+1.85291244028E-01
5.24361180590E+09,+1.94754779842E-01
5.24546173087E+09,+1.99069845349E-01
5.24731165583E+09,+2.04669792855E-01
5.24916158079E+09,+2.08045696648E-01
5.25101150575E+09,+2.08027337705E-01
5.25286143072E+09,+2.09955417220E-01
5.25471135568E+09,+2.05515865817E-01
5.25656128064E+09,+2.02695727020E-01
5.25841120560E+09,+1.96064384878E-01
5.26026113057E+09,+1.89061905481E-01
5.26211105553E+09,+1.76739031298E-01
5.26396098049E+09,+1.67278825927E-01
5.26581090545E+09,+1.58198874405E-01
5.26766083042E+09,+1.48094823258E-01
5.26951075538E+09,+1.39154759266E-01
5.27136068034E+09,+1.30471330056E-01
5.27321060530E+09,+1.19558868845E-01
5.27506053027E+09,+1.14382593585E-01
5.27691045523E+09,+1.06279704432E-01
5.27876038019E+09,+1.01293926475E-01
5.28061030515E+09,+1.00628529729E-01
5.28246023012E+09,+1.05833056959E-01
5.28431015508E+09,+1.14291908925E-01
5.28616008004E+09,+1.21425103185E-01
5.28801000500E+09,+1.29611697540E-01
5.28985992996E+09,+1.34054144243E-01
5.29170985493E+09,+1.37257893645E-01
5.29355977989E+09,+1.41191228546E-01
5.29540970485E+09,+1.39029107243E-01
5.29725962981E+09,+1.37968217780E-01
5.29910955478E+09,+1.36463098752E-01
5.30095947974E+09,+1.32226841593E-01
5.30280940470E+09,+1.28269332150E-01
5.30465932966E+09,+1.21615543162E-01
5.30650925463E+09,+1.16835540603E-01
5.30835917959E+09,+1.15967230778E-01
5.31020910455E+09,+1.17232028703E-01
5.31205902951E+09,+1.17579241750E-01
5.31390895448E+09,+1.22285098903E-01
5.31575887944E+09,+1.33350817481E-01
5.31760880440E+09,+1.50657768482E-01
5.31945872936E+09,+1.67620336423E-01
5.32130865433E+09,+1.68175264512E-01
5.32315857929E+09,+1.63014925869E-01
5.32500850425E+09,+1.64021219691E-01
5.32685842921E+09,+1.64656660297E-01
5.32870835418E+09,+1.71320435612E-01
5.33055827914E+09,+1.81651282108E-01
5.33240820410E+09,+1.89944650387E-01
5.33425812906E+09,+1.98693016838E-01
5.33610805403E+09,+2.09771524331E-01
5.33795797899E+09,+2.20176189206E-01
5.33980790395E+09,+2.24812092125E-01
5.34165782891E+09,+2.26922610883E-01
5.34350775388E+09,+2.28265712117E-01
5.34535767884E+09,+2.27043289035E-01
5.34720760380E+09,+2.17736108308E-01
5.34905752876E+09,+2.08497196652E-01
5.35090745373E+09,+1.90655969724E-01
5.35275737869E+09,+1.83942041237E-01
5.35460730365E+09,+1.59952670673E-01
5.35645722861E+09,+1.37468098037E-01
5.35830715358E+09,+1.20044169632E-01
5.36015707854E+09,+1.00710907617E-01
5.36200700350E+09,+1.02535894065E-01
5.36385692846E+09,+1.12934551052E-01
5.36570685343E+09,+1.19411408210E-01
5.36755677839E+09,+1.17773587359E-01
5.36940670335E+09,+1.28032416724E-01
5.37125662831E+09,+1.38013221979E-01
5.37310655328E+09,+1.50699046153E-01
5.37495647824E+09,+1.61903698613E-01
5.37680640320E+09,+1.83112753469E-01
5.37865632816E+09,+1.87131387188E-01
5.38050625313E+09,+1.97364932303E-01
5.38235617809E+09,+2.08566496276E-01
5.38420610305E+09,+2.14116233429E-01
5.38605602801E+09,+2.20629902808E-01
5.38790595298E+09,+2.30790998176E-01
5.38975587794E+09,+2.35110927557E-01
5.39160580290E+09,+2.27889847831E-01
5.39345572786E+09,+2.37863318461E-01
5.39530565283E+09,+2.34460547789E-01
5.39715557779E+09,+2.34913205239E-01
5.39900550275E+09,+2.33801563161E-01
5.40085542771E+09,+2.43935508232E-01
5.40270535268E+09,+2.56770549364E-01
5.40455527764E+09,+2.72730300232E-01
5.40640520260E+09,+2.97607889759E-01
5.40825512756E+09,+3.15173885912E-01
5.41010505253E+09,+3.33206275828E-01
5.41195497749E+09,+3.48008298516E-01
5.41380490245E+09,+3.69146892125E-01
5.41565482741E+09,+3.85005966972E-01
5.41750475238E+09,+3.92672432900E-01
5.41935467734E+09,+4.01899582314E-01
5.42120460230E+09,+4.15064182555E-01
5.42305452726E+09,+4.18596530672E-01
5.42490445223E+09,+4.13167722912E-01
5.42675437719E+09,+4.07246335179E-01
5.42860430215E+09,+4.09710450269E-01
5.43045422711E+09,+3.98936377949E-01
5.43230415208E+09,+3.86006041527E-01
5.43415407704E+09,+3.80151620595E-01
5.43600400200E+09,+3.75474772936E-01
5.43785392696E+09,+3.69436166437E-01
5.43970385193E+09,+3.64166286162E-01
5.44155377689E+09,+3.30860128646E-01
5.44340370185E+09,+2.97290079581E-01
5.44525362681E+09,+2.61613292922E-01
5.44710355178E+09,+2.29256932926E-01
5.44895347674E+09,+2.11498609718E-01
5.45080340170E+09,+1.93925176651E-01
5.45265332666E+09,+1.82416019321E-01
5.45450325163E+09,+1.67698354936E-01
5.45635317659E+09,+1.68196283305E-01
5.45820310155E+09,+1.67680117414E-01
5.46005302651E+09,+1.60389119902E-01
5.46190295148E+09,+1.60927057892E-01
5.46375287644E+09,+1.60846602195E-01
5.46560280140E+09,+1.61221015603E-01
5.46745272636E+09,+1.55389548314E-01
5.46930265133E+09,+1.43379817179E-01
5.47115257629E+09,+1.39119047360E-01
5.47300250125E+09,+1.24874789628E-01
5.47485242621E+09,+1.02958263871E-01
5.47670235118E+09,+8.39039881321E-02
5.47855227614E+09,+6.36346492283E-02
5.48040220110E+09,+4.38697538818E-02
5.48225212606E+09,+3.30471845761E-02
5.48410205103E+09,+2.03329473979E-02
5.48595197599E+09,+1.66005449436E-02
5.48780190095E+09,+6.08086383071E-03
5.48965182591E+09,-4.70889408741E-03
5.49150175088E+09,-1.73455505687E-02
5.49335167584E+09,-2.56597944177E-02
5.49520160080E+09,-2.71757685629E-02
5.49705152576E+09,-3.78987330815E-02
5.49890145073E+09,-4.57302329172E-02
5.50075137569E+09,-4.54755861493E-02
5.50260130065E+09,-4.93575946192E-02
5.50445122561E+09,-5.35603764696E-02
5.50630115058E+09,-6.03035399571E-02
5.50815107554E+09,-6.09511125344E-02
5.51000100050E+09,-6.46270030431E-02
5.51185092546E+09,-7.35614802864E-02
5.51370085043E+09,-8.10450083576E-02
5.51555077539E+09,-8.15142459822E-02
