! Planar, Obzor-804, 22140011, 22.4.2/3
! Date: 13.10.2023 11:22:08
! Stimulus(Гц),    S21(°)
4.74043221611E+09,-8.77952313479E+02
4.74228214107E+09,-8.81369132537E+02
4.74413206603E+09,-8.84734479733E+02
4.74598199100E+09,-8.88066158205E+02
4.74783191596E+09,-8.91321974946E+02
4.74968184092E+09,-8.94530270868E+02
4.75153176588E+09,-8.97660367233E+02
4.75338169085E+09,-9.00753727621E+02
4.75523161581E+09,-9.03796601016E+02
4.75708154077E+09,-9.06799156049E+02
4.75893146573E+09,-9.09779503921E+02
4.76078139070E+09,-9.12755595122E+02
4.76263131566E+09,-9.15782993296E+02
4.76448124062E+09,-9.18796099179E+02
4.76633116558E+09,-9.21802301239E+02
4.76818109055E+09,-9.24830590166E+02
4.77003101551E+09,-9.27858324210E+02
4.77188094047E+09,-9.30899431109E+02
4.77373086543E+09,-9.33944027164E+02
4.77558079040E+09,-9.37000641608E+02
4.77743071536E+09,-9.40072610747E+02
4.77928064032E+09,-9.43151382263E+02
4.78113056528E+09,-9.46245531484E+02
4.78298049025E+09,-9.49332694751E+02
4.78483041521E+09,-9.52428304114E+02
4.78668034017E+09,-9.55534456771E+02
4.78853026513E+09,-9.58631276779E+02
4.79038019010E+09,-9.61714582148E+02
4.79223011506E+09,-9.64779437878E+02
4.79408004002E+09,-9.67828208249E+02
4.79592996498E+09,-9.70840606941E+02
4.79777988994E+09,-9.73812053127E+02
4.79962981491E+09,-9.76726929342E+02
4.80147973987E+09,-9.79622591983E+02
4.80332966483E+09,-9.82443728924E+02
4.80517958979E+09,-9.85200343615E+02
4.80702951476E+09,-9.87860842693E+02
4.80887943972E+09,-9.90433234752E+02
4.81072936468E+09,-9.92913659593E+02
4.81257928964E+09,-9.95302773173E+02
4.81442921461E+09,-9.97602822425E+02
4.81627913957E+09,-9.99827039795E+02
4.81812906453E+09,-1.00198119628E+03
4.81997898949E+09,-1.00408107715E+03
4.82182891446E+09,-1.00613829366E+03
4.82367883942E+09,-1.00817107165E+03
4.82552876438E+09,-1.01019239023E+03
4.82737868934E+09,-1.01223574812E+03
4.82922861431E+09,-1.01429190071E+03
4.83107853927E+09,-1.01639051789E+03
4.83292846423E+09,-1.01857047515E+03
4.83477838919E+09,-1.02081443768E+03
4.83662831416E+09,-1.02313489917E+03
4.83847823912E+09,-1.02556014541E+03
4.84032816408E+09,-1.02805247036E+03
4.84217808904E+09,-1.03045631361E+03
4.84402801401E+09,-1.03296064470E+03
4.84587793897E+09,-1.03555947041E+03
4.84772786393E+09,-1.03823254561E+03
4.84957778889E+09,-1.04096530219E+03
4.85142771386E+09,-1.04376224602E+03
4.85327763882E+09,-1.04659491218E+03
4.85512756378E+09,-1.04944582062E+03
4.85697748874E+09,-1.05230242032E+03
4.85882741371E+09,-1.05513934780E+03
4.86067733867E+09,-1.05797646373E+03
4.86252726363E+09,-1.06080777888E+03
4.86437718859E+09,-1.06360370781E+03
4.86622711356E+09,-1.06637191165E+03
4.86807703852E+09,-1.06910604563E+03
4.86992696348E+09,-1.07182482748E+03
4.87177688844E+09,-1.07453404733E+03
4.87362681341E+09,-1.07721811925E+03
4.87547673837E+09,-1.07988172687E+03
4.87732666333E+09,-1.08252018595E+03
4.87917658829E+09,-1.08513744429E+03
4.88102651326E+09,-1.08785481576E+03
4.88287643822E+09,-1.09068452698E+03
4.88472636318E+09,-1.09347892168E+03
4.88657628814E+09,-1.09624988010E+03
4.88842621311E+09,-1.09899033375E+03
4.89027613807E+09,-1.10170017001E+03
4.89212606303E+09,-1.10440418331E+03
4.89397598799E+09,-1.10709356137E+03
4.89582591296E+09,-1.10975994474E+03
4.89767583792E+09,-1.11242800510E+03
4.89952576288E+09,-1.11509317543E+03
4.90137568784E+09,-1.11777679869E+03
4.90322561281E+09,-1.12048519358E+03
4.90507553777E+09,-1.12320841285E+03
4.90692546273E+09,-1.12596856826E+03
4.90877538769E+09,-1.12875317624E+03
4.91062531266E+09,-1.13157012342E+03
4.91247523762E+09,-1.13443585279E+03
4.91432516258E+09,-1.13732349709E+03
4.91617508754E+09,-1.14023278540E+03
4.91802501251E+09,-1.14314759946E+03
4.91987493747E+09,-1.14605833279E+03
4.92172486243E+09,-1.14894024706E+03
4.92357478739E+09,-1.15179118100E+03
4.92542471236E+09,-1.15459735570E+03
4.92727463732E+09,-1.15736552809E+03
4.92912456228E+09,-1.16006804236E+03
4.93097448724E+09,-1.16271419594E+03
4.93282441221E+09,-1.16531088592E+03
4.93467433717E+09,-1.16782438809E+03
4.93652426213E+09,-1.17029257502E+03
4.93837418709E+09,-1.17269801356E+03
4.94022411206E+09,-1.17505345145E+03
4.94207403702E+09,-1.17738056786E+03
4.94392396198E+09,-1.17966048937E+03
4.94577388694E+09,-1.18192301009E+03
4.94762381191E+09,-1.18416152884E+03
4.94947373687E+09,-1.18640433837E+03
4.95132366183E+09,-1.18863449662E+03
4.95317358679E+09,-1.19086830142E+03
4.95502351176E+09,-1.19311588664E+03
4.95687343672E+09,-1.19538332727E+03
4.95872336168E+09,-1.19766900824E+03
4.96057328664E+09,-1.19993479215E+03
4.96242321161E+09,-1.20212091121E+03
4.96427313657E+09,-1.20432626933E+03
4.96612306153E+09,-1.20656459066E+03
4.96797298649E+09,-1.20881975569E+03
4.96982291146E+09,-1.21110633590E+03
4.97167283642E+09,-1.21340798489E+03
4.97352276138E+09,-1.21573092748E+03
4.97537268634E+09,-1.21806630164E+03
4.97722261131E+09,-1.22041879319E+03
4.97907253627E+09,-1.22280009944E+03
4.98092246123E+09,-1.22516271160E+03
4.98277238619E+09,-1.22755206908E+03
4.98462231116E+09,-1.22994192966E+03
4.98647223612E+09,-1.23232881235E+03
4.98832216108E+09,-1.23472729151E+03
4.99017208604E+09,-1.23712703360E+03
4.99202201101E+09,-1.23952283928E+03
4.99387193597E+09,-1.24189732872E+03
4.99572186093E+09,-1.24428081078E+03
4.99757178589E+09,-1.24666551560E+03
4.99942171086E+09,-1.24905562325E+03
5.00127163582E+09,-1.25144529462E+03
5.00312156078E+09,-1.25383949736E+03
5.00497148574E+09,-1.25623331330E+03
5.00682141071E+09,-1.25862258301E+03
5.00867133567E+09,-1.26101070117E+03
5.01052126063E+09,-1.26338307797E+03
5.01237118559E+09,-1.26573451102E+03
5.01422111056E+09,-1.26808671423E+03
5.01607103552E+09,-1.27042345412E+03
5.01792096048E+09,-1.27275784731E+03
5.01977088544E+09,-1.27507977079E+03
5.02162081041E+09,-1.27737948074E+03
5.02347073537E+09,-1.27967616557E+03
5.02532066033E+09,-1.28196316233E+03
5.02717058529E+09,-1.28424230005E+03
5.02902051026E+09,-1.28653139526E+03
5.03087043522E+09,-1.28880526551E+03
5.03272036018E+09,-1.29106312263E+03
5.03457028514E+09,-1.29333736646E+03
5.03642021011E+09,-1.29560700623E+03
5.03827013507E+09,-1.29790167635E+03
5.04012006003E+09,-1.30019981170E+03
5.04196998499E+09,-1.30258276584E+03
5.04381990995E+09,-1.30499341354E+03
5.04566983492E+09,-1.30741236101E+03
5.04751975988E+09,-1.30985100956E+03
5.04936968484E+09,-1.31231690196E+03
5.05121960980E+09,-1.31477985615E+03
5.05306953477E+09,-1.31725866717E+03
5.05491945973E+09,-1.31976117550E+03
5.05676938469E+09,-1.32227494235E+03
5.05861930965E+09,-1.32479850386E+03
5.06046923462E+09,-1.32733732805E+03
5.06231915958E+09,-1.32987324375E+03
5.06416908454E+09,-1.33241095229E+03
5.06601900950E+09,-1.33494791541E+03
5.06786893447E+09,-1.33748197499E+03
5.06971885943E+09,-1.34001963851E+03
5.07156878439E+09,-1.34253213876E+03
5.07341870935E+09,-1.34504966265E+03
5.07526863432E+09,-1.34754268515E+03
5.07711855928E+09,-1.35002743664E+03
5.07896848424E+09,-1.35250030012E+03
5.08081840920E+09,-1.35491618835E+03
5.08266833417E+09,-1.35727742815E+03
5.08451825913E+09,-1.35961827505E+03
5.08636818409E+09,-1.36193292456E+03
5.08821810905E+09,-1.36423500409E+03
5.09006803402E+09,-1.36651022026E+03
5.09191795898E+09,-1.36878080120E+03
5.09376788394E+09,-1.37101859405E+03
5.09561780890E+09,-1.37324935954E+03
5.09746773387E+09,-1.37546755675E+03
5.09931765883E+09,-1.37766479442E+03
5.10116758379E+09,-1.37987778424E+03
5.10301750875E+09,-1.38209228693E+03
5.10486743372E+09,-1.38430207587E+03
5.10671735868E+09,-1.38653380378E+03
5.10856728364E+09,-1.38875727165E+03
5.11041720860E+09,-1.39099945215E+03
5.11226713357E+09,-1.39327826523E+03
5.11411705853E+09,-1.39556283149E+03
5.11596698349E+09,-1.39785300030E+03
5.11781690845E+09,-1.40016454619E+03
5.11966683342E+09,-1.40249931807E+03
5.12151675838E+09,-1.40483139684E+03
5.12336668334E+09,-1.40717771109E+03
5.12521660830E+09,-1.40951830673E+03
5.12706653327E+09,-1.41183662817E+03
5.12891645823E+09,-1.41413436637E+03
5.13076638319E+09,-1.41638822296E+03
5.13261630815E+09,-1.41866237191E+03
5.13446623312E+09,-1.42087490266E+03
5.13631615808E+09,-1.42304307715E+03
5.13816608304E+09,-1.42516155414E+03
5.14001600800E+09,-1.42726736189E+03
5.14186593297E+09,-1.42934349545E+03
5.14371585793E+09,-1.43137897451E+03
5.14556578289E+09,-1.43340394235E+03
5.14741570785E+09,-1.43539222362E+03
5.14926563282E+09,-1.43736976100E+03
5.15111555778E+09,-1.43934113062E+03
5.15296548274E+09,-1.44132177537E+03
5.15481540770E+09,-1.44330954808E+03
5.15666533267E+09,-1.44528681650E+03
5.15851525763E+09,-1.44728984143E+03
5.16036518259E+09,-1.44930377785E+03
5.16221510755E+09,-1.45141751471E+03
5.16406503252E+09,-1.45353369051E+03
5.16591495748E+09,-1.45566285358E+03
5.16776488244E+09,-1.45780856091E+03
5.16961480740E+09,-1.45995278761E+03
5.17146473237E+09,-1.46212768510E+03
5.17331465733E+09,-1.46430072916E+03
5.17516458229E+09,-1.46649041768E+03
5.17701450725E+09,-1.46865926331E+03
5.17886443222E+09,-1.47084017666E+03
5.18071435718E+09,-1.47302830364E+03
5.18256428214E+09,-1.47522767085E+03
5.18441420710E+09,-1.47742607277E+03
5.18626413207E+09,-1.47963882733E+03
5.18811405703E+09,-1.48183702554E+03
5.18996398199E+09,-1.48405965234E+03
5.19181390695E+09,-1.48630109625E+03
5.19366383192E+09,-1.48855373178E+03
5.19551375688E+09,-1.49082823352E+03
5.19736368184E+09,-1.49311963445E+03
5.19921360680E+09,-1.49540939626E+03
5.20106353177E+09,-1.49769373920E+03
5.20291345673E+09,-1.49993400530E+03
5.20476338169E+09,-1.50219259874E+03
5.20661330665E+09,-1.50445547459E+03
5.20846323162E+09,-1.50670924014E+03
5.21031315658E+09,-1.50897770631E+03
5.21216308154E+09,-1.51123290086E+03
5.21401300650E+09,-1.51347927753E+03
5.21586293147E+09,-1.51572016542E+03
5.21771285643E+09,-1.51792901730E+03
5.21956278139E+09,-1.52013360615E+03
5.22141270635E+09,-1.52233311276E+03
5.22326263132E+09,-1.52449317538E+03
5.22511255628E+09,-1.52664716861E+03
5.22696248124E+09,-1.52879423209E+03
5.22881240620E+09,-1.53094097790E+03
5.23066233117E+09,-1.53307030486E+03
5.23251225613E+09,-1.53519488938E+03
5.23436218109E+09,-1.53732946512E+03
5.23621210605E+09,-1.53947342978E+03
5.23806203102E+09,-1.54161417765E+03
5.23991195598E+09,-1.54377190807E+03
5.24176188094E+09,-1.54590993897E+03
5.24361180590E+09,-1.54805982739E+03
5.24546173087E+09,-1.55022025296E+03
5.24731165583E+09,-1.55239577204E+03
5.24916158079E+09,-1.55457346926E+03
5.25101150575E+09,-1.55674630085E+03
5.25286143072E+09,-1.55891483432E+03
5.25471135568E+09,-1.56108003350E+03
5.25656128064E+09,-1.56326172190E+03
5.25841120560E+09,-1.56541435737E+03
5.26026113057E+09,-1.56756327773E+03
5.26211105553E+09,-1.56968272570E+03
5.26396098049E+09,-1.57179568970E+03
5.26581090545E+09,-1.57391046107E+03
5.26766083042E+09,-1.57602473201E+03
5.26951075538E+09,-1.57810697590E+03
5.27136068034E+09,-1.58018300380E+03
5.27321060530E+09,-1.58224383919E+03
5.27506053027E+09,-1.58430570131E+03
5.27691045523E+09,-1.58636242780E+03
5.27876038019E+09,-1.58842860969E+03
5.28061030515E+09,-1.59052309326E+03
5.28246023012E+09,-1.59265832808E+03
5.28431015508E+09,-1.59480272977E+03
5.28616008004E+09,-1.59695891202E+03
5.28801000500E+09,-1.59912033275E+03
5.28985992996E+09,-1.60128651242E+03
5.29170985493E+09,-1.60343136261E+03
5.29355977989E+09,-1.60557002884E+03
5.29540970485E+09,-1.60770692791E+03
5.29725962981E+09,-1.60983801150E+03
5.29910955478E+09,-1.61195335684E+03
5.30095947974E+09,-1.61405199300E+03
5.30280940470E+09,-1.61609876047E+03
5.30465932966E+09,-1.61815338633E+03
5.30650925463E+09,-1.62017939359E+03
5.30835917959E+09,-1.62217950292E+03
5.31020910455E+09,-1.62415723744E+03
5.31205902951E+09,-1.62611168759E+03
5.31390895448E+09,-1.62803259430E+03
5.31575887944E+09,-1.62995241424E+03
5.31760880440E+09,-1.63186951490E+03
5.31945872936E+09,-1.63378136403E+03
5.32130865433E+09,-1.63570630992E+03
5.32315857929E+09,-1.63763554551E+03
5.32500850425E+09,-1.63959255607E+03
5.32685842921E+09,-1.64156908286E+03
5.32870835418E+09,-1.64356750730E+03
5.33055827914E+09,-1.64560485350E+03
5.33240820410E+09,-1.64764679368E+03
5.33425812906E+09,-1.64973236817E+03
5.33610805403E+09,-1.65183733666E+03
5.33795797899E+09,-1.65398538431E+03
5.33980790395E+09,-1.65615496938E+03
5.34165782891E+09,-1.65834291719E+03
5.34350775388E+09,-1.66052977097E+03
5.34535767884E+09,-1.66274309143E+03
5.34720760380E+09,-1.66495786093E+03
5.34905752876E+09,-1.66715969897E+03
5.35090745373E+09,-1.66937323290E+03
5.35275737869E+09,-1.67154736378E+03
5.35460730365E+09,-1.67371889685E+03
5.35645722861E+09,-1.67588274355E+03
5.35830715358E+09,-1.67801499624E+03
5.36015707854E+09,-1.68013355564E+03
5.36200700350E+09,-1.68207264508E+03
5.36385692846E+09,-1.68399748525E+03
5.36570685343E+09,-1.68591692131E+03
5.36755677839E+09,-1.68783626116E+03
5.36940670335E+09,-1.68975086848E+03
5.37125662831E+09,-1.69168849692E+03
5.37310655328E+09,-1.69362251348E+03
5.37495647824E+09,-1.69555745432E+03
5.37680640320E+09,-1.69752818940E+03
5.37865632816E+09,-1.69948506640E+03
5.38050625313E+09,-1.70145811766E+03
5.38235617809E+09,-1.70344751293E+03
5.38420610305E+09,-1.70545111302E+03
5.38605602801E+09,-1.70743939844E+03
5.38790595298E+09,-1.70944007047E+03
5.38975587794E+09,-1.71140799846E+03
5.39160580290E+09,-1.71340451389E+03
5.39345572786E+09,-1.71539079087E+03
5.39530565283E+09,-1.71736133472E+03
5.39715557779E+09,-1.71932472507E+03
5.39900550275E+09,-1.72126803225E+03
5.40085542771E+09,-1.72331120427E+03
5.40270535268E+09,-1.72546291023E+03
5.40455527764E+09,-1.72761687063E+03
5.40640520260E+09,-1.72976620304E+03
5.40825512756E+09,-1.73191659479E+03
5.41010505253E+09,-1.73408307065E+03
5.41195497749E+09,-1.73626663764E+03
5.41380490245E+09,-1.73845987563E+03
5.41565482741E+09,-1.74065044497E+03
5.41750475238E+09,-1.74284809874E+03
5.41935467734E+09,-1.74503108551E+03
5.42120460230E+09,-1.74723989778E+03
5.42305452726E+09,-1.74943978118E+03
5.42490445223E+09,-1.75160796997E+03
5.42675437719E+09,-1.75376756799E+03
5.42860430215E+09,-1.75588922336E+03
5.43045422711E+09,-1.75798800504E+03
5.43230415208E+09,-1.76007607496E+03
5.43415407704E+09,-1.76210361343E+03
5.43600400200E+09,-1.76410986000E+03
5.43785392696E+09,-1.76607385822E+03
5.43970385193E+09,-1.76801057985E+03
5.44155377689E+09,-1.76990585175E+03
5.44340370185E+09,-1.77178414337E+03
5.44525362681E+09,-1.77363869765E+03
5.44710355178E+09,-1.77548832069E+03
5.44895347674E+09,-1.77733048318E+03
5.45080340170E+09,-1.77918574634E+03
5.45265332666E+09,-1.78106223669E+03
5.45450325163E+09,-1.78295246749E+03
5.45635317659E+09,-1.78486700340E+03
5.45820310155E+09,-1.78680193641E+03
5.46005302651E+09,-1.78877193990E+03
5.46190295148E+09,-1.79077245089E+03
5.46375287644E+09,-1.79280979884E+03
5.46560280140E+09,-1.79486453331E+03
5.46745272636E+09,-1.79694313665E+03
5.46930265133E+09,-1.79902887800E+03
5.47115257629E+09,-1.80113971927E+03
5.47300250125E+09,-1.80325502947E+03
5.47485242621E+09,-1.80538751666E+03
5.47670235118E+09,-1.80749932679E+03
5.47855227614E+09,-1.80960746544E+03
5.48040220110E+09,-1.81168604773E+03
5.48225212606E+09,-1.81360711758E+03
5.48410205103E+09,-1.81550467509E+03
5.48595197599E+09,-1.81738938372E+03
5.48780190095E+09,-1.81926773860E+03
5.48965182591E+09,-1.82112492259E+03
5.49150175088E+09,-1.82296687228E+03
5.49335167584E+09,-1.82481660550E+03
5.49520160080E+09,-1.82664450249E+03
5.49705152576E+09,-1.82848786413E+03
5.49890145073E+09,-1.83031570905E+03
5.50075137569E+09,-1.83215270552E+03
5.50260130065E+09,-1.83397895070E+03
5.50445122561E+09,-1.83581190786E+03
5.50630115058E+09,-1.83765032734E+03
5.50815107554E+09,-1.83949976525E+03
5.51000100050E+09,-1.84135673518E+03
5.51185092546E+09,-1.84320484438E+03
5.51370085043E+09,-1.84504162580E+03
5.51555077539E+09,-1.84688699178E+03
