! Planar, Obzor-804, 22140011, 22.4.2/3
! Date: 12.09.2023 19:48:33
! Stimulus(Гц),    S21(°)
4.34233583358E+09,-3.80581689097E+02
4.34271067107E+09,-3.81231273614E+02
4.34308550855E+09,-3.81915296162E+02
4.34346034603E+09,-3.82625833036E+02
4.34383518352E+09,-3.83371947210E+02
4.34421002100E+09,-3.84154697591E+02
4.34458485849E+09,-3.84986836464E+02
4.34495969597E+09,-3.85866389394E+02
4.34533453345E+09,-3.86783063746E+02
4.34570937094E+09,-3.87749655986E+02
4.34608420842E+09,-3.88807810465E+02
4.34645904590E+09,-3.89901766046E+02
4.34683388339E+09,-3.91069708000E+02
4.34720872087E+09,-3.92282145855E+02
4.34758355836E+09,-3.93586125470E+02
4.34795839584E+09,-3.94984037398E+02
4.34833323332E+09,-3.96474007572E+02
4.34870807081E+09,-3.98062060396E+02
4.34908290829E+09,-3.99756127154E+02
4.34945774577E+09,-4.01550800350E+02
4.34983258326E+09,-4.03471846553E+02
4.35020742074E+09,-4.05517076301E+02
4.35058225823E+09,-4.07725561823E+02
4.35095709571E+09,-4.10092969141E+02
4.35133193319E+09,-4.12609549876E+02
4.35170677068E+09,-4.15254052596E+02
4.35208160816E+09,-4.18091574417E+02
4.35245644564E+09,-4.21106641107E+02
4.35283128313E+09,-4.24275209894E+02
4.35320612061E+09,-4.27595746078E+02
4.35358095810E+09,-4.31105526609E+02
4.35395579558E+09,-4.34726493941E+02
4.35433063306E+09,-4.38470573637E+02
4.35470547055E+09,-4.42274982852E+02
4.35508030803E+09,-4.46173386334E+02
4.35545514551E+09,-4.50090117453E+02
4.35582998300E+09,-4.53983976257E+02
4.35620482048E+09,-4.57834513264E+02
4.35657965797E+09,-4.61596815386E+02
4.35695449545E+09,-4.65283566993E+02
4.35732933293E+09,-4.68816999150E+02
4.35770417042E+09,-4.72218271508E+02
4.35807900790E+09,-4.75459436544E+02
4.35845384538E+09,-4.78537813889E+02
4.35882868287E+09,-4.81445241761E+02
4.35920352035E+09,-4.84193847000E+02
4.35957835784E+09,-4.86778933019E+02
4.35995319532E+09,-4.89192324240E+02
4.36032803280E+09,-4.91482193485E+02
4.36070287029E+09,-4.93601909726E+02
4.36107770777E+09,-4.95610010381E+02
4.36145254525E+09,-4.97499957476E+02
4.36182738274E+09,-4.99240551630E+02
4.36220222022E+09,-5.00901076540E+02
4.36257705771E+09,-5.02463013967E+02
4.36295189519E+09,-5.03927156273E+02
4.36332673267E+09,-5.05310538289E+02
4.36370157016E+09,-5.06616467410E+02
4.36407640764E+09,-5.07851437468E+02
4.36445124512E+09,-5.09027567192E+02
4.36482608261E+09,-5.10145075328E+02
4.36520092009E+09,-5.11185186700E+02
4.36557575758E+09,-5.12186844775E+02
4.36595059506E+09,-5.13118597163E+02
4.36632543254E+09,-5.14053667639E+02
4.36670027003E+09,-5.14945410112E+02
4.36707510751E+09,-5.15773856911E+02
4.36744994499E+09,-5.16567575203E+02
4.36782478248E+09,-5.17332738958E+02
4.36819961996E+09,-5.18077316430E+02
4.36857445745E+09,-5.18802345354E+02
4.36894929493E+09,-5.19490329639E+02
4.36932413241E+09,-5.20154773552E+02
4.36969896990E+09,-5.20805269047E+02
4.37007380738E+09,-5.21417040270E+02
4.37044864486E+09,-5.22047017139E+02
4.37082348235E+09,-5.22632330964E+02
4.37119831983E+09,-5.23180878952E+02
4.37157315732E+09,-5.23760660853E+02
4.37194799480E+09,-5.24302519939E+02
4.37232283228E+09,-5.24833601719E+02
4.37269766977E+09,-5.25362065839E+02
4.37307250725E+09,-5.25873816579E+02
4.37344734473E+09,-5.26379340698E+02
4.37382218222E+09,-5.26870657497E+02
4.37419701970E+09,-5.27360407144E+02
4.37457185719E+09,-5.27843651037E+02
4.37494669467E+09,-5.28313754411E+02
4.37532153215E+09,-5.28801257337E+02
4.37569636964E+09,-5.29240104512E+02
4.37607120712E+09,-5.29694998529E+02
4.37644604460E+09,-5.30153687194E+02
4.37682088209E+09,-5.30599505508E+02
4.37719571957E+09,-5.31045109220E+02
4.37757055706E+09,-5.31482618865E+02
4.37794539454E+09,-5.31908719552E+02
4.37832023202E+09,-5.32350598321E+02
4.37869506951E+09,-5.32772413723E+02
4.37906990699E+09,-5.33202655614E+02
4.37944474447E+09,-5.33629639779E+02
4.37981958196E+09,-5.34057299207E+02
4.38019441944E+09,-5.34475555219E+02
4.38056925693E+09,-5.34901958196E+02
4.38094409441E+09,-5.35331743790E+02
4.38131893189E+09,-5.35755469446E+02
4.38169376938E+09,-5.36169221957E+02
4.38206860686E+09,-5.36601997510E+02
4.38244344434E+09,-5.37029462710E+02
4.38281828183E+09,-5.37435359963E+02
4.38319311931E+09,-5.37866190248E+02
4.38356795680E+09,-5.38284612687E+02
4.38394279428E+09,-5.38714758669E+02
4.38431763176E+09,-5.39150155812E+02
4.38469246925E+09,-5.39559361349E+02
4.38506730673E+09,-5.39993517587E+02
4.38544214421E+09,-5.40427876065E+02
4.38581698170E+09,-5.40860693276E+02
4.38619181918E+09,-5.41283340423E+02
4.38656665667E+09,-5.41729090318E+02
4.38694149415E+09,-5.42167748350E+02
4.38731633163E+09,-5.42601510694E+02
4.38769116912E+09,-5.43042517219E+02
4.38806600660E+09,-5.43490478965E+02
4.38844084408E+09,-5.43929826673E+02
4.38881568157E+09,-5.44384645422E+02
4.38919051905E+09,-5.44845357436E+02
4.38956535654E+09,-5.45292519688E+02
4.38994019402E+09,-5.45760059933E+02
4.39031503150E+09,-5.46213137342E+02
4.39068986899E+09,-5.46684845409E+02
4.39106470647E+09,-5.47153384000E+02
4.39143954395E+09,-5.47631271846E+02
4.39181438144E+09,-5.48101051639E+02
4.39218921892E+09,-5.48584873328E+02
4.39256405641E+09,-5.49081191470E+02
4.39293889389E+09,-5.49574808295E+02
4.39331373137E+09,-5.50052738026E+02
4.39368856886E+09,-5.50564119987E+02
4.39406340634E+09,-5.51055074763E+02
4.39443824382E+09,-5.51577624696E+02
4.39481308131E+09,-5.52093060840E+02
4.39518791879E+09,-5.52614013480E+02
4.39556275628E+09,-5.53154987299E+02
4.39593759376E+09,-5.53676326401E+02
4.39631243124E+09,-5.54222421214E+02
4.39668726873E+09,-5.54770604681E+02
4.39706210621E+09,-5.55319258210E+02
4.39743694369E+09,-5.55890163025E+02
4.39781178118E+09,-5.56461703790E+02
4.39818661866E+09,-5.57031393612E+02
4.39856145615E+09,-5.57627690047E+02
4.39893629363E+09,-5.58210440313E+02
4.39931113111E+09,-5.58817924064E+02
4.39968596860E+09,-5.59431162842E+02
4.40006080608E+09,-5.60054820741E+02
4.40043564356E+09,-5.60686856918E+02
4.40081048105E+09,-5.61333605606E+02
4.40118531853E+09,-5.61999622675E+02
4.40156015602E+09,-5.62653216086E+02
4.40193499350E+09,-5.63329328833E+02
4.40230983098E+09,-5.64052726484E+02
4.40268466847E+09,-5.64725498257E+02
4.40305950595E+09,-5.65459669364E+02
4.40343434343E+09,-5.66185388304E+02
4.40380918092E+09,-5.66926692470E+02
4.40418401840E+09,-5.67710613093E+02
4.40455885589E+09,-5.68478426119E+02
4.40493369337E+09,-5.69270764905E+02
4.40530853085E+09,-5.70064257979E+02
4.40568336834E+09,-5.70905345789E+02
4.40605820582E+09,-5.71765374693E+02
4.40643304330E+09,-5.72632282886E+02
4.40680788079E+09,-5.73523573840E+02
4.40718271827E+09,-5.74439101937E+02
4.40755755576E+09,-5.75373498824E+02
4.40793239324E+09,-5.76302522412E+02
4.40830723072E+09,-5.77280654025E+02
4.40868206821E+09,-5.78294206777E+02
4.40905690569E+09,-5.79327251977E+02
4.40943174317E+09,-5.80372746764E+02
4.40980658066E+09,-5.81442803984E+02
4.41018141814E+09,-5.82560282419E+02
4.41055625563E+09,-5.83691445622E+02
4.41093109311E+09,-5.84864332131E+02
4.41130593059E+09,-5.86037534323E+02
4.41168076808E+09,-5.87262294336E+02
4.41205560556E+09,-5.88496909284E+02
4.41243044304E+09,-5.89791628818E+02
4.41280528053E+09,-5.91106883439E+02
4.41318011801E+09,-5.92430619757E+02
4.41355495550E+09,-5.93792052896E+02
4.41392979298E+09,-5.95198774882E+02
4.41430463046E+09,-5.96625064905E+02
4.41467946795E+09,-5.98084265907E+02
4.41505430543E+09,-5.99577682479E+02
4.41542914291E+09,-6.01073746799E+02
4.41580398040E+09,-6.02633369140E+02
4.41617881788E+09,-6.04207562037E+02
4.41655365537E+09,-6.05805029705E+02
4.41692849285E+09,-6.07423029669E+02
4.41730333033E+09,-6.09070993739E+02
4.41767816782E+09,-6.10727819540E+02
4.41805300530E+09,-6.12414309607E+02
4.41842784278E+09,-6.14121865912E+02
4.41880268027E+09,-6.15825721806E+02
4.41917751775E+09,-6.17559859404E+02
4.41955235524E+09,-6.19291269931E+02
4.41992719272E+09,-6.21016922218E+02
4.42030203020E+09,-6.22768595812E+02
4.42067686769E+09,-6.24519462414E+02
4.42105170517E+09,-6.26249951319E+02
4.42142654265E+09,-6.27989965721E+02
4.42180138014E+09,-6.29706537654E+02
4.42217621762E+09,-6.31422462634E+02
4.42255105511E+09,-6.33127276527E+02
4.42292589259E+09,-6.34809439126E+02
4.42330073007E+09,-6.36503299650E+02
4.42367556756E+09,-6.38111162471E+02
4.42405040504E+09,-6.39764214512E+02
4.42442524252E+09,-6.41366619285E+02
4.42480008001E+09,-6.42927051161E+02
4.42517491749E+09,-6.44470714584E+02
4.42554975498E+09,-6.45996662344E+02
4.42592459246E+09,-6.47498278677E+02
4.42629942994E+09,-6.48939806210E+02
4.42667426743E+09,-6.50360459002E+02
4.42704910491E+09,-6.51779070327E+02
4.42742394239E+09,-6.53119046144E+02
4.42779877988E+09,-6.54459347110E+02
4.42817361736E+09,-6.55775167932E+02
4.42854845485E+09,-6.57017882727E+02
4.42892329233E+09,-6.58259144218E+02
4.42929812981E+09,-6.59449400169E+02
4.42967296730E+09,-6.60633103017E+02
4.43004780478E+09,-6.61759303388E+02
4.43042264226E+09,-6.62883367787E+02
4.43079747975E+09,-6.63962004181E+02
4.43117231723E+09,-6.65029319447E+02
4.43154715472E+09,-6.66032406317E+02
4.43192199220E+09,-6.67023495879E+02
4.43229682968E+09,-6.67995787816E+02
4.43267166717E+09,-6.68957219192E+02
4.43304650465E+09,-6.69872555649E+02
4.43342134213E+09,-6.70767745099E+02
4.43379617962E+09,-6.71633240452E+02
4.43417101710E+09,-6.72474624991E+02
4.43454585459E+09,-6.73315871991E+02
4.43492069207E+09,-6.74092375999E+02
4.43529552955E+09,-6.74895794969E+02
4.43567036704E+09,-6.75653182004E+02
4.43604520452E+09,-6.76401360320E+02
4.43642004200E+09,-6.77128242328E+02
4.43679487949E+09,-6.77824723090E+02
4.43716971697E+09,-6.78529237253E+02
4.43754455446E+09,-6.79193454074E+02
4.43791939194E+09,-6.79864308532E+02
4.43829422942E+09,-6.80496225119E+02
4.43866906691E+09,-6.81148255195E+02
4.43904390439E+09,-6.81758626221E+02
4.43941874187E+09,-6.82345206726E+02
4.43979357936E+09,-6.82935338250E+02
4.44016841684E+09,-6.83519376413E+02
4.44054325433E+09,-6.84079959989E+02
4.44091809181E+09,-6.84620366211E+02
4.44129292929E+09,-6.85173873929E+02
4.44166776678E+09,-6.85699586740E+02
4.44204260426E+09,-6.86235363415E+02
4.44241744174E+09,-6.86735934696E+02
4.44279227923E+09,-6.87246186042E+02
4.44316711671E+09,-6.87743010434E+02
4.44354195420E+09,-6.88221559170E+02
4.44391679168E+09,-6.88722483885E+02
4.44429162916E+09,-6.89173468511E+02
4.44466646665E+09,-6.89650956400E+02
4.44504130413E+09,-6.90113542658E+02
4.44541614161E+09,-6.90554017327E+02
4.44579097910E+09,-6.91009674912E+02
4.44616581658E+09,-6.91454026052E+02
4.44654065407E+09,-6.91874727278E+02
4.44691549155E+09,-6.92295971162E+02
4.44729032903E+09,-6.92730292893E+02
4.44766516652E+09,-6.93158912235E+02
4.44804000400E+09,-6.93574527743E+02
4.44841484148E+09,-6.93974067113E+02
4.44878967897E+09,-6.94397214258E+02
4.44916451645E+09,-6.94791194462E+02
4.44953935394E+09,-6.95194260962E+02
4.44991419142E+09,-6.95582853566E+02
4.45028902890E+09,-6.95987783400E+02
4.45066386639E+09,-6.96369241556E+02
4.45103870387E+09,-6.96761200872E+02
4.45141354135E+09,-6.97153616926E+02
4.45178837884E+09,-6.97525747696E+02
4.45216321632E+09,-6.97911715565E+02
4.45253805381E+09,-6.98308589373E+02
4.45291289129E+09,-6.98680772524E+02
4.45328772877E+09,-6.99061581381E+02
4.45366256626E+09,-6.99432587314E+02
4.45403740374E+09,-6.99805436584E+02
4.45441224122E+09,-7.00184550721E+02
4.45478707871E+09,-7.00547608114E+02
4.45516191619E+09,-7.00937621658E+02
4.45553675368E+09,-7.01315839488E+02
4.45591159116E+09,-7.01679314852E+02
4.45628642864E+09,-7.02047874729E+02
4.45666126613E+09,-7.02438969504E+02
4.45703610361E+09,-7.02802608445E+02
4.45741094109E+09,-7.03165409193E+02
4.45778577858E+09,-7.03549121984E+02
4.45816061606E+09,-7.03914771667E+02
4.45853545355E+09,-7.04285539528E+02
4.45891029103E+09,-7.04657165912E+02
4.45928512851E+09,-7.05042835162E+02
4.45965996600E+09,-7.05424753982E+02
4.46003480348E+09,-7.05796450667E+02
4.46040964096E+09,-7.06179091220E+02
4.46078447845E+09,-7.06562858709E+02
4.46115931593E+09,-7.06950068419E+02
4.46153415342E+09,-7.07340889739E+02
4.46190899090E+09,-7.07708185229E+02
4.46228382838E+09,-7.08105911834E+02
4.46265866587E+09,-7.08524847362E+02
4.46303350335E+09,-7.08891034782E+02
4.46340834083E+09,-7.09290209229E+02
4.46378317832E+09,-7.09689994423E+02
4.46415801580E+09,-7.10082029301E+02
4.46453285329E+09,-7.10483730424E+02
4.46490769077E+09,-7.10894666476E+02
4.46528252825E+09,-7.11309815666E+02
4.46565736574E+09,-7.11729768600E+02
4.46603220322E+09,-7.12138920237E+02
4.46640704070E+09,-7.12559957163E+02
4.46678187819E+09,-7.12991028760E+02
4.46715671567E+09,-7.13417008649E+02
4.46753155316E+09,-7.13857572056E+02
4.46790639064E+09,-7.14267888411E+02
4.46828122812E+09,-7.14712869222E+02
4.46865606561E+09,-7.15176668982E+02
4.46903090309E+09,-7.15605943023E+02
4.46940574057E+09,-7.16062567747E+02
4.46978057806E+09,-7.16519375402E+02
4.47015541554E+09,-7.16971920503E+02
4.47053025303E+09,-7.17454275989E+02
4.47090509051E+09,-7.17927711740E+02
4.47127992799E+09,-7.18418752734E+02
4.47165476548E+09,-7.18913969325E+02
4.47202960296E+09,-7.19399357045E+02
4.47240444044E+09,-7.19880944679E+02
4.47277927793E+09,-7.20395937071E+02
4.47315411541E+09,-7.20896536751E+02
4.47352895290E+09,-7.21416136219E+02
4.47390379038E+09,-7.21947164917E+02
4.47427862786E+09,-7.22480549980E+02
4.47465346535E+09,-7.23011829677E+02
4.47502830283E+09,-7.23575260642E+02
4.47540314031E+09,-7.24112630747E+02
4.47577797780E+09,-7.24677658859E+02
4.47615281528E+09,-7.25248778093E+02
4.47652765277E+09,-7.25821563982E+02
4.47690249025E+09,-7.26412955586E+02
4.47727732773E+09,-7.26996733068E+02
4.47765216522E+09,-7.27608645407E+02
4.47802700270E+09,-7.28237815402E+02
4.47840184018E+09,-7.28839202191E+02
4.47877667767E+09,-7.29481491518E+02
4.47915151515E+09,-7.30123272697E+02
4.47952635264E+09,-7.30777875640E+02
4.47990119012E+09,-7.31439512409E+02
4.48027602760E+09,-7.32103136024E+02
4.48065086509E+09,-7.32780803328E+02
4.48102570257E+09,-7.33490678206E+02
4.48140054005E+09,-7.34176601381E+02
4.48177537754E+09,-7.34904155066E+02
4.48215021502E+09,-7.35624383573E+02
4.48252505251E+09,-7.36359251961E+02
4.48289988999E+09,-7.37114292525E+02
4.48327472747E+09,-7.37862411152E+02
4.48364956496E+09,-7.38647808457E+02
4.48402440244E+09,-7.39426318244E+02
4.48439923992E+09,-7.40220369138E+02
4.48477407741E+09,-7.41026461047E+02
4.48514891489E+09,-7.41848969080E+02
4.48552375238E+09,-7.42672529295E+02
4.48589858986E+09,-7.43505113662E+02
4.48627342734E+09,-7.44365923718E+02
4.48664826483E+09,-7.45232903082E+02
4.48702310231E+09,-7.46106823445E+02
4.48739793979E+09,-7.46994730138E+02
4.48777277728E+09,-7.47890476926E+02
4.48814761476E+09,-7.48817101190E+02
4.48852245225E+09,-7.49734760638E+02
4.48889728973E+09,-7.50657253136E+02
4.48927212721E+09,-7.51603241338E+02
4.48964696470E+09,-7.52563232594E+02
4.49002180218E+09,-7.53520168872E+02
4.49039663966E+09,-7.54504916932E+02
4.49077147715E+09,-7.55467827853E+02
4.49114631463E+09,-7.56471014101E+02
4.49152115212E+09,-7.57471048571E+02
4.49189598960E+09,-7.58479124332E+02
4.49227082708E+09,-7.59501599877E+02
4.49264566457E+09,-7.60528232142E+02
4.49302050205E+09,-7.61548047627E+02
4.49339533953E+09,-7.62583408394E+02
4.49377017702E+09,-7.63618810811E+02
4.49414501450E+09,-7.64677413004E+02
4.49451985199E+09,-7.65735900275E+02
4.49489468947E+09,-7.66775858575E+02
4.49526952695E+09,-7.67838670633E+02
4.49564436444E+09,-7.68894569134E+02
4.49601920192E+09,-7.69966336804E+02
4.49639403940E+09,-7.71018149218E+02
4.49676887689E+09,-7.72070419056E+02
4.49714371437E+09,-7.73135360906E+02
4.49751855186E+09,-7.74194139757E+02
4.49789338934E+09,-7.75249554059E+02
