L, [м];! Stimulus(Гц);    S21(°);f, [ГГц];φ, [рад];ω, [рад*ГГц];τГВЗ, [нс];γ(ω), [рад/м];vгр.,[Гм/c];;;
;7547196320,00;-3163,82;7,55;-55,22;47,42;2,79;-100,40;-0,20;;;
;7547571157,00;-3164,20;7,55;-55,23;47,42;2,80;-100,41;-0,20;;;
;7547945995,00;-3164,58;7,55;-55,23;47,43;2,87;-100,42;-0,19;;;
;7548320832,00;-3164,96;7,55;-55,24;47,43;2,76;-100,43;-0,20;;;
;7548695670,00;-3165,34;7,55;-55,25;47,43;2,87;-100,45;-0,19;;;
;7549070507,00;-3165,72;7,55;-55,25;47,43;2,82;-100,46;-0,19;;;
;7549445345,00;-3166,10;7,55;-55,26;47,43;2,81;-100,47;-0,20;;;
;7549820182,00;-3166,48;7,55;-55,27;47,44;2,80;-100,48;-0,20;;;
;7550195020,00;-3166,86;7,55;-55,27;47,44;2,77;-100,49;-0,20;;;
;7550569857,00;-3167,23;7,55;-55,28;47,44;2,84;-100,51;-0,19;;;
;7550944694,00;-3167,62;7,55;-55,29;47,44;2,83;-100,52;-0,19;;;
;7551319532,00;-3168,00;7,55;-55,29;47,45;2,80;-100,53;-0,20;;;
;7551694369,00;-3168,38;7,55;-55,30;47,45;2,76;-100,54;-0,20;;;
;7552069207,00;-3168,75;7,55;-55,31;47,45;2,82;-100,55;-0,20;;;
;7552444044,00;-3169,13;7,55;-55,31;47,45;2,81;-100,57;-0,20;;;
;7552818882,00;-3169,51;7,55;-55,32;47,46;2,76;-100,58;-0,20;;;
;7553193719,00;-3169,88;7,55;-55,32;47,46;2,81;-100,59;-0,20;;;
;7553568557,00;-3170,26;7,55;-55,33;47,46;2,77;-100,60;-0,20;;;
;7553943394,00;-3170,63;7,55;-55,34;47,46;2,89;-100,61;-0,19;;;
;7554318232,00;-3171,02;7,55;-55,34;47,47;2,66;-100,63;-0,21;;;
;7554693069,00;-3171,38;7,55;-55,35;47,47;2,89;-100,64;-0,19;;;
;7555067907,00;-3171,77;7,56;-55,36;47,47;2,67;-100,65;-0,21;;;
;7555442744,00;-3172,13;7,56;-55,36;47,47;2,76;-100,66;-0,20;;;
;7555817582,00;-3172,51;7,56;-55,37;47,47;2,87;-100,67;-0,19;;;
;7556192419,00;-3172,89;7,56;-55,38;47,48;2,70;-100,69;-0,20;;;
;7556567257,00;-3173,26;7,56;-55,38;47,48;2,74;-100,70;-0,20;;;
;7556942094,00;-3173,63;7,56;-55,39;47,48;2,80;-100,71;-0,20;;;
;7557316932,00;-3174,00;7,56;-55,40;47,48;2,63;-100,72;-0,21;;;
;7557691769,00;-3174,36;7,56;-55,40;47,49;2,84;-100,73;-0,19;;;
;7558066607,00;-3174,74;7,56;-55,41;47,49;2,72;-100,74;-0,20;;;
;7558441444,00;-3175,11;7,56;-55,42;47,49;2,74;-100,76;-0,20;;;
;7558816282,00;-3175,48;7,56;-55,42;47,49;2,78;-100,77;-0,20;;;
;7559191119,00;-3175,85;7,56;-55,43;47,50;2,74;-100,78;-0,20;;;
;7559565957,00;-3176,22;7,56;-55,44;47,50;2,69;-100,79;-0,20;;;
;7559940794,00;-3176,59;7,56;-55,44;47,50;2,67;-100,80;-0,21;;;
;7560315632,00;-3176,95;7,56;-55,45;47,50;2,76;-100,81;-0,20;;;
;7560690469,00;-3177,32;7,56;-55,45;47,51;2,74;-100,83;-0,20;;;
;7561065307,00;-3177,69;7,56;-55,46;47,51;2,76;-100,84;-0,20;;;
;7561440144,00;-3178,06;7,56;-55,47;47,51;2,52;-100,85;-0,22;;;
;7561814982,00;-3178,40;7,56;-55,47;47,51;2,76;-100,86;-0,20;;;
;7562189819,00;-3178,78;7,56;-55,48;47,51;2,66;-100,87;-0,21;;;
;7562564656,00;-3179,13;7,56;-55,49;47,52;2,76;-100,88;-0,20;;;
;7562939494,00;-3179,51;7,56;-55,49;47,52;2,70;-100,90;-0,20;;;
;7563314331,00;-3179,87;7,56;-55,50;47,52;2,58;-100,91;-0,21;;;
;7563689169,00;-3180,22;7,56;-55,51;47,52;2,73;-100,92;-0,20;;;
;7564064006,00;-3180,59;7,56;-55,51;47,53;2,69;-100,93;-0,20;;;
;7564438844,00;-3180,95;7,56;-55,52;47,53;2,63;-100,94;-0,21;;;
;7564813681,00;-3181,31;7,56;-55,52;47,53;2,59;-100,95;-0,21;;;
;7565188519,00;-3181,66;7,57;-55,53;47,53;2,71;-100,96;-0,20;;;
;7565563356,00;-3182,02;7,57;-55,54;47,54;2,67;-100,98;-0,21;;;
;7565938194,00;-3182,38;7,57;-55,54;47,54;2,57;-100,99;-0,21;;;
;7566313031,00;-3182,73;7,57;-55,55;47,54;2,73;-101,00;-0,20;;;
;7566687869,00;-3183,10;7,57;-55,56;47,54;2,51;-101,01;-0,22;;;
;7567062706,00;-3183,44;7,57;-55,56;47,55;2,69;-101,02;-0,20;;;
;7567437544,00;-3183,80;7,57;-55,57;47,55;2,65;-101,03;-0,21;;;
;7567812381,00;-3184,16;7,57;-55,57;47,55;2,59;-101,04;-0,21;;;
;7568187219,00;-3184,51;7,57;-55,58;47,55;2,66;-101,05;-0,21;;;
;7568562056,00;-3184,86;7,57;-55,59;47,55;2,57;-101,07;-0,21;;;
;7568936894,00;-3185,21;7,57;-55,59;47,56;2,61;-101,08;-0,21;;;
;7569311731,00;-3185,56;7,57;-55,60;47,56;2,55;-101,09;-0,22;;;
;7569686569,00;-3185,91;7,57;-55,60;47,56;2,59;-101,10;-0,21;;;
;7570061406,00;-3186,26;7,57;-55,61;47,56;2,66;-101,11;-0,21;;;
;7570436244,00;-3186,62;7,57;-55,62;47,57;2,45;-101,12;-0,22;;;
;7570811081,00;-3186,95;7,57;-55,62;47,57;2,66;-101,13;-0,21;;;
;7571185919,00;-3187,31;7,57;-55,63;47,57;2,58;-101,14;-0,21;;;
;7571560756,00;-3187,65;7,57;-55,64;47,57;2,61;-101,15;-0,21;;;
;7571935594,00;-3188,01;7,57;-55,64;47,58;2,53;-101,17;-0,22;;;
;7572310431,00;-3188,35;7,57;-55,65;47,58;2,49;-101,18;-0,22;;;
;7572685269,00;-3188,68;7,57;-55,65;47,58;2,62;-101,19;-0,21;;;
;7573060106,00;-3189,04;7,57;-55,66;47,58;2,55;-101,20;-0,22;;;
;7573434943,00;-3189,38;7,57;-55,67;47,59;2,53;-101,21;-0,22;;;
;7573809781,00;-3189,72;7,57;-55,67;47,59;2,57;-101,22;-0,21;;;
;7574184618,00;-3190,07;7,57;-55,68;47,59;2,52;-101,23;-0,22;;;
;7574559456,00;-3190,41;7,57;-55,68;47,59;2,52;-101,24;-0,22;;;
;7574934293,00;-3190,75;7,57;-55,69;47,59;2,61;-101,25;-0,21;;;
;7575309131,00;-3191,10;7,58;-55,70;47,60;2,55;-101,26;-0,22;;;
;7575683968,00;-3191,45;7,58;-55,70;47,60;2,53;-101,27;-0,22;;;
;7576058806,00;-3191,79;7,58;-55,71;47,60;2,51;-101,29;-0,22;;;
;7576433643,00;-3192,13;7,58;-55,71;47,60;2,47;-101,30;-0,22;;;
;7576808481,00;-3192,46;7,58;-55,72;47,61;2,50;-101,31;-0,22;;;
;7577183318,00;-3192,80;7,58;-55,72;47,61;2,53;-101,32;-0,22;;;
;7577558156,00;-3193,14;7,58;-55,73;47,61;2,53;-101,33;-0,22;;;
;7577932993,00;-3193,48;7,58;-55,74;47,61;2,52;-101,34;-0,22;;;
;7578307831,00;-3193,82;7,58;-55,74;47,62;2,52;-101,35;-0,22;;;
;7578682668,00;-3194,16;7,58;-55,75;47,62;2,55;-101,36;-0,22;;;
;7579057506,00;-3194,50;7,58;-55,75;47,62;2,48;-101,37;-0,22;;;
;7579432343,00;-3194,84;7,58;-55,76;47,62;2,46;-101,38;-0,22;;;
;7579807181,00;-3195,17;7,58;-55,77;47,63;2,55;-101,39;-0,22;;;
;7580182018,00;-3195,51;7,58;-55,77;47,63;2,42;-101,40;-0,23;;;
;7580556856,00;-3195,84;7,58;-55,78;47,63;2,56;-101,41;-0,21;;;
;7580931693,00;-3196,19;7,58;-55,78;47,63;2,45;-101,43;-0,22;;;
;7581306531,00;-3196,52;7,58;-55,79;47,63;2,54;-101,44;-0,22;;;
;7581681368,00;-3196,86;7,58;-55,80;47,64;2,37;-101,45;-0,23;;;
;7582056206,00;-3197,18;7,58;-55,80;47,64;2,57;-101,46;-0,21;;;
;7582431043,00;-3197,53;7,58;-55,81;47,64;2,48;-101,47;-0,22;;;
;7582805881,00;-3197,86;7,58;-55,81;47,64;2,51;-101,48;-0,22;;;
;7583180718,00;-3198,20;7,58;-55,82;47,65;2,48;-101,49;-0,22;;;
;7583555556,00;-3198,54;7,58;-55,82;47,65;2,44;-101,50;-0,23;;;
;7583930393,00;-3198,87;7,58;-55,83;47,65;2,45;-101,51;-0,22;;;
;7584305231,00;-3199,20;7,58;-55,84;47,65;2,48;-101,52;-0,22;;;
;7584680068,00;-3199,53;7,58;-55,84;47,66;2,49;-101,53;-0,22;;;
;7585054905,00;-3199,87;7,59;-55,85;47,66;2,46;-101,54;-0,22;;;
;7585429743,00;-3200,20;7,59;-55,85;47,66;2,43;-101,55;-0,23;;;
;7585804580,00;-3200,53;7,59;-55,86;47,66;2,47;-101,56;-0,22;;;
;7586179418,00;-3200,86;7,59;-55,87;47,67;2,45;-101,57;-0,22;;;
;7586554255,00;-3201,19;7,59;-55,87;47,67;2,46;-101,58;-0,22;;;
;7586929093,00;-3201,52;7,59;-55,88;47,67;2,45;-101,59;-0,22;;;
;7587303930,00;-3201,85;7,59;-55,88;47,67;2,51;-101,61;-0,22;;;
;7587678768,00;-3202,19;7,59;-55,89;47,67;2,36;-101,62;-0,23;;;
;7588053605,00;-3202,51;7,59;-55,89;47,68;2,49;-101,63;-0,22;;;
;7588428443,00;-3202,85;7,59;-55,90;47,68;2,51;-101,64;-0,22;;;
;7588803280,00;-3203,19;7,59;-55,91;47,68;2,32;-101,65;-0,24;;;
;7589178118,00;-3203,50;7,59;-55,91;47,68;2,49;-101,66;-0,22;;;
;7589552955,00;-3203,84;7,59;-55,92;47,69;2,37;-101,67;-0,23;;;
;7589927793,00;-3204,16;7,59;-55,92;47,69;2,53;-101,68;-0,22;;;
;7590302630,00;-3204,50;7,59;-55,93;47,69;2,46;-101,69;-0,22;;;
;7590677468,00;-3204,83;7,59;-55,93;47,69;2,39;-101,70;-0,23;;;
;7591052305,00;-3205,15;7,59;-55,94;47,70;2,43;-101,71;-0,23;;;
;7591427143,00;-3205,48;7,59;-55,95;47,70;2,39;-101,72;-0,23;;;
;7591801980,00;-3205,80;7,59;-55,95;47,70;2,49;-101,73;-0,22;;;
;7592176818,00;-3206,14;7,59;-55,96;47,70;2,44;-101,74;-0,23;;;
;7592551655,00;-3206,47;7,59;-55,96;47,71;2,42;-101,75;-0,23;;;
;7592926493,00;-3206,79;7,59;-55,97;47,71;2,41;-101,76;-0,23;;;
;7593301330,00;-3207,12;7,59;-55,97;47,71;2,40;-101,77;-0,23;;;
;7593676168,00;-3207,44;7,59;-55,98;47,71;2,45;-101,78;-0,22;;;
;7594051005,00;-3207,78;7,59;-55,99;47,71;2,37;-101,79;-0,23;;;
;7594425843,00;-3208,09;7,59;-55,99;47,72;2,42;-101,80;-0,23;;;
;7594800680,00;-3208,42;7,59;-56,00;47,72;2,41;-101,81;-0,23;;;
;7595175518,00;-3208,75;7,60;-56,00;47,72;2,35;-101,82;-0,23;;;
;7595550355,00;-3209,06;7,60;-56,01;47,72;2,56;-101,83;-0,21;;;
;7595925193,00;-3209,41;7,60;-56,01;47,73;2,30;-101,85;-0,24;;;
;7596300030,00;-3209,72;7,60;-56,02;47,73;2,41;-101,85;-0,23;;;
;7596674867,00;-3210,05;7,60;-56,03;47,73;2,35;-101,87;-0,23;;;
;7597049705,00;-3210,36;7,60;-56,03;47,73;2,39;-101,88;-0,23;;;
;7597424542,00;-3210,69;7,60;-56,04;47,74;2,42;-101,89;-0,23;;;
;7597799380,00;-3211,01;7,60;-56,04;47,74;2,41;-101,90;-0,23;;;
;7598174217,00;-3211,34;7,60;-56,05;47,74;2,37;-101,91;-0,23;;;
;7598549055,00;-3211,66;7,60;-56,05;47,74;2,37;-101,92;-0,23;;;
;7598923892,00;-3211,98;7,60;-56,06;47,75;2,31;-101,93;-0,24;;;
;7599298730,00;-3212,29;7,60;-56,07;47,75;2,39;-101,94;-0,23;;;
;7599673567,00;-3212,61;7,60;-56,07;47,75;2,42;-101,95;-0,23;;;
;7600048405,00;-3212,94;7,60;-56,08;47,75;2,29;-101,96;-0,24;;;
;7600423242,00;-3213,25;7,60;-56,08;47,75;2,33;-101,97;-0,24;;;
;7600798080,00;-3213,56;7,60;-56,09;47,76;2,47;-101,98;-0,22;;;
;7601172917,00;-3213,90;7,60;-56,09;47,76;2,26;-101,99;-0,24;;;
;7601547755,00;-3214,20;7,60;-56,10;47,76;2,44;-102,00;-0,23;;;
;7601922592,00;-3214,53;7,60;-56,10;47,76;2,23;-102,01;-0,25;;;
;7602297430,00;-3214,83;7,60;-56,11;47,77;2,38;-102,02;-0,23;;;
;7602672267,00;-3215,15;7,60;-56,11;47,77;2,38;-102,03;-0,23;;;
;7603047105,00;-3215,47;7,60;-56,12;47,77;2,27;-102,04;-0,24;;;
;7603421942,00;-3215,78;7,60;-56,13;47,77;2,28;-102,05;-0,24;;;
;7603796780,00;-3216,09;7,60;-56,13;47,78;2,37;-102,06;-0,23;;;
;7604171617,00;-3216,41;7,60;-56,14;47,78;2,23;-102,07;-0,25;;;
;7604546455,00;-3216,71;7,60;-56,14;47,78;2,32;-102,08;-0,24;;;
;7604921292,00;-3217,02;7,60;-56,15;47,78;2,23;-102,09;-0,25;;;
;7605296130,00;-3217,32;7,61;-56,15;47,79;2,33;-102,10;-0,24;;;
;7605670967,00;-3217,64;7,61;-56,16;47,79;2,20;-102,11;-0,25;;;
;7606045805,00;-3217,93;7,61;-56,16;47,79;2,34;-102,12;-0,24;;;
;7606420642,00;-3218,25;7,61;-56,17;47,79;2,31;-102,13;-0,24;;;
;7606795480,00;-3218,56;7,61;-56,17;47,79;2,17;-102,14;-0,25;;;
;7607170317,00;-3218,85;7,61;-56,18;47,80;2,36;-102,14;-0,23;;;
;7607545155,00;-3219,17;7,61;-56,19;47,80;2,18;-102,15;-0,25;;;
;7607919992,00;-3219,46;7,61;-56,19;47,80;2,25;-102,16;-0,24;;;
;7608294829,00;-3219,77;7,61;-56,20;47,80;2,16;-102,17;-0,25;;;
;7608669667,00;-3220,06;7,61;-56,20;47,81;2,36;-102,18;-0,23;;;
;7609044504,00;-3220,38;7,61;-56,21;47,81;2,03;-102,19;-0,27;;;
;7609419342,00;-3220,65;7,61;-56,21;47,81;2,23;-102,20;-0,25;;;
;7609794179,00;-3220,95;7,61;-56,22;47,81;2,13;-102,21;-0,26;;;
;7610169017,00;-3221,24;7,61;-56,22;47,82;2,30;-102,22;-0,24;;;
;7610543854,00;-3221,55;7,61;-56,23;47,82;2,02;-102,23;-0,27;;;
;7610918692,00;-3221,82;7,61;-56,23;47,82;2,29;-102,24;-0,24;;;
;7611293529,00;-3222,13;7,61;-56,24;47,82;2,13;-102,25;-0,26;;;
;7611668367,00;-3222,42;7,61;-56,24;47,83;2,07;-102,26;-0,27;;;
;7612043204,00;-3222,70;7,61;-56,25;47,83;2,10;-102,27;-0,26;;;
;7612418042,00;-3222,98;7,61;-56,25;47,83;2,16;-102,28;-0,25;;;
;7612792879,00;-3223,27;7,61;-56,26;47,83;2,15;-102,28;-0,26;;;
;7613167717,00;-3223,56;7,61;-56,26;47,83;2,15;-102,29;-0,26;;;
;7613542554,00;-3223,85;7,61;-56,27;47,84;2,07;-102,30;-0,27;;;
;7613917392,00;-3224,13;7,61;-56,27;47,84;2,02;-102,31;-0,27;;;
;7614292229,00;-3224,40;7,61;-56,28;47,84;2,13;-102,32;-0,26;;;
;7614667067,00;-3224,69;7,61;-56,28;47,84;2,13;-102,33;-0,26;;;
;7615041904,00;-3224,98;7,62;-56,29;47,85;2,00;-102,34;-0,28;;;
;7615416742,00;-3225,25;7,62;-56,29;47,85;2,08;-102,35;-0,26;;;
;7615791579,00;-3225,53;7,62;-56,30;47,85;2,06;-102,36;-0,27;;;
;7616166417,00;-3225,81;7,62;-56,30;47,85;2,05;-102,37;-0,27;;;
;7616541254,00;-3226,08;7,62;-56,31;47,86;2,16;-102,37;-0,26;;;
;7616916092,00;-3226,37;7,62;-56,31;47,86;2,03;-102,38;-0,27;;;
;7617290929,00;-3226,65;7,62;-56,32;47,86;2,03;-102,39;-0,27;;;
;7617665767,00;-3226,92;7,62;-56,32;47,86;1,98;-102,40;-0,28;;;
;7618040604,00;-3227,19;7,62;-56,33;47,87;2,17;-102,41;-0,25;;;
;7618415442,00;-3227,48;7,62;-56,33;47,87;2,17;-102,42;-0,25;;;
;7618790279,00;-3227,78;7,62;-56,34;47,87;2,03;-102,43;-0,27;;;
;7619165117,00;-3228,05;7,62;-56,34;47,87;2,17;-102,44;-0,25;;;
;7619539954,00;-3228,34;7,62;-56,35;47,87;2,12;-102,45;-0,26;;;
;7619914791,00;-3228,63;7,62;-56,35;47,88;2,24;-102,45;-0,25;;;
;7620289629,00;-3228,93;7,62;-56,36;47,88;2,26;-102,46;-0,24;;;
;7620664466,00;-3229,24;7,62;-56,36;47,88;2,25;-102,47;-0,24;;;
;7621039304,00;-3229,54;7,62;-56,37;47,88;2,32;-102,48;-0,24;;;
;7621414141,00;-3229,85;7,62;-56,37;47,89;2,36;-102,49;-0,23;;;
;7621788979,00;-3230,17;7,62;-56,38;47,89;2,48;-102,50;-0,22;;;
;7622163816,00;-3230,51;7,62;-56,38;47,89;2,57;-102,51;-0,21;;;
;7622538654,00;-3230,85;7,62;-56,39;47,89;2,62;-102,53;-0,21;;;
;7622913491,00;-3231,21;7,62;-56,40;47,90;2,71;-102,54;-0,20;;;
;7623288329,00;-3231,57;7,62;-56,40;47,90;2,73;-102,55;-0,20;;;
;7623663166,00;-3231,94;7,62;-56,41;47,90;2,84;-102,56;-0,19;;;
;7624038004,00;-3232,32;7,62;-56,41;47,90;2,96;-102,57;-0,19;;;
;7624412841,00;-3232,72;7,62;-56,42;47,91;2,93;-102,58;-0,19;;;
;7624787679,00;-3233,12;7,62;-56,43;47,91;3,10;-102,60;-0,18;;;
;7625162516,00;-3233,54;7,63;-56,44;47,91;3,11;-102,61;-0,18;;;
;7625537354,00;-3233,96;7,63;-56,44;47,91;3,14;-102,62;-0,18;;;
;7625912191,00;-3234,38;7,63;-56,45;47,92;3,16;-102,64;-0,17;;;
;7626287029,00;-3234,81;7,63;-56,46;47,92;3,29;-102,65;-0,17;;;
;7626661866,00;-3235,25;7,63;-56,47;47,92;3,12;-102,67;-0,18;;;
;7627036704,00;-3235,67;7,63;-56,47;47,92;3,19;-102,68;-0,17;;;
;7627411541,00;-3236,10;7,63;-56,48;47,92;3,16;-102,69;-0,17;;;
;7627786379,00;-3236,53;7,63;-56,49;47,93;3,09;-102,71;-0,18;;;
;7628161216,00;-3236,94;7,63;-56,50;47,93;3,11;-102,72;-0,18;;;
;7628536054,00;-3237,36;7,63;-56,50;47,93;2,93;-102,73;-0,19;;;
;7628910891,00;-3237,76;7,63;-56,51;47,93;2,96;-102,74;-0,19;;;
;7629285729,00;-3238,16;7,63;-56,52;47,94;2,79;-102,76;-0,20;;;
;7629660566,00;-3238,53;7,63;-56,52;47,94;2,76;-102,77;-0,20;;;
;7630035404,00;-3238,91;7,63;-56,53;47,94;2,72;-102,78;-0,20;;;
;7630410241,00;-3239,27;7,63;-56,54;47,94;2,69;-102,79;-0,20;;;
;7630785079,00;-3239,64;7,63;-56,54;47,95;2,57;-102,80;-0,21;;;
;7631159916,00;-3239,98;7,63;-56,55;47,95;2,48;-102,82;-0,22;;;
;7631534753,00;-3240,32;7,63;-56,55;47,95;2,46;-102,83;-0,22;;;
;7631909591,00;-3240,65;7,63;-56,56;47,95;2,39;-102,84;-0,23;;;
;7632284428,00;-3240,97;7,63;-56,57;47,96;2,40;-102,85;-0,23;;;
;7632659266,00;-3241,30;7,63;-56,57;47,96;2,29;-102,86;-0,24;;;
;7633034103,00;-3241,61;7,63;-56,58;47,96;2,28;-102,87;-0,24;;;
;7633408941,00;-3241,91;7,63;-56,58;47,96;2,32;-102,88;-0,24;;;
;7633783778,00;-3242,23;7,63;-56,59;47,96;2,18;-102,89;-0,25;;;
;7634158616,00;-3242,52;7,63;-56,59;47,97;2,20;-102,90;-0,25;;;
;7634533453,00;-3242,82;7,63;-56,60;47,97;2,17;-102,91;-0,25;;;
;7634908291,00;-3243,11;7,63;-56,60;47,97;2,14;-102,91;-0,26;;;
;7635283128,00;-3243,40;7,64;-56,61;47,97;2,06;-102,92;-0,27;;;
;7635657966,00;-3243,68;7,64;-56,61;47,98;2,18;-102,93;-0,25;;;
;7636032803,00;-3243,97;7,64;-56,62;47,98;2,11;-102,94;-0,26;;;
;7636407641,00;-3244,26;7,64;-56,62;47,98;2,03;-102,95;-0,27;;;
;7636782478,00;-3244,53;7,64;-56,63;47,98;2,19;-102,96;-0,25;;;
;7637157316,00;-3244,83;7,64;-56,63;47,99;2,07;-102,97;-0,27;;;
;7637532153,00;-3245,10;7,64;-56,64;47,99;2,03;-102,98;-0,27;;;
;7637906991,00;-3245,38;7,64;-56,64;47,99;2,09;-102,99;-0,26;;;
;7638281828,00;-3245,66;7,64;-56,65;47,99;2,05;-103,00;-0,27;;;
;7638656666,00;-3245,94;7,64;-56,65;48,00;2,06;-103,00;-0,27;;;
;7639031503,00;-3246,22;7,64;-56,66;48,00;2,07;-103,01;-0,27;;;
;7639406341,00;-3246,50;7,64;-56,66;48,00;2,04;-103,02;-0,27;;;
;7639781178,00;-3246,77;7,64;-56,67;48,00;2,08;-103,03;-0,26;;;
;7640156016,00;-3247,05;7,64;-56,67;48,00;2,10;-103,04;-0,26;;;
;7640530853,00;-3247,33;7,64;-56,68;48,01;2,07;-103,05;-0,27;;;
;7640905691,00;-3247,61;7,64;-56,68;48,01;2,09;-103,06;-0,26;;;
;7641280528,00;-3247,89;7,64;-56,69;48,01;2,03;-103,07;-0,27;;;
;7641655366,00;-3248,17;7,64;-56,69;48,01;2,15;-103,07;-0,26;;;
;7642030203,00;-3248,46;7,64;-56,70;48,02;2,07;-103,08;-0,27;;;
;7642405041,00;-3248,74;7,64;-56,70;48,02;2,09;-103,09;-0,26;;;
;7642779878,00;-3249,02;7,64;-56,71;48,02;2,16;-103,10;-0,25;;;
;7643154715,00;-3249,31;7,64;-56,71;48,02;2,03;-103,11;-0,27;;;
;7643529553,00;-3249,58;7,64;-56,72;48,03;2,08;-103,12;-0,26;;;
;7643904390,00;-3249,87;7,64;-56,72;48,03;2,21;-103,13;-0,25;;;
;7644279228,00;-3250,16;7,64;-56,73;48,03;2,16;-103,14;-0,25;;;
;7644654065,00;-3250,46;7,64;-56,73;48,03;2,08;-103,15;-0,26;;;
;7645028903,00;-3250,74;7,65;-56,74;48,04;2,18;-103,16;-0,25;;;
;7645403740,00;-3251,03;7,65;-56,74;48,04;2,10;-103,17;-0,26;;;
;7645778578,00;-3251,31;7,65;-56,75;48,04;2,18;-103,17;-0,25;;;
;7646153415,00;-3251,61;7,65;-56,75;48,04;2,22;-103,18;-0,25;;;
;7646528253,00;-3251,91;7,65;-56,76;48,04;2,12;-103,19;-0,26;;;
;7646903090,00;-3252,19;7,65;-56,76;48,05;2,20;-103,20;-0,25;;;
;7647277928,00;-3252,49;7,65;-56,77;48,05;2,15;-103,21;-0,26;;;
;7647652765,00;-3252,78;7,65;-56,77;48,05;2,20;-103,22;-0,25;;;
;7648027603,00;-3253,08;7,65;-56,78;48,05;2,28;-103,23;-0,24;;;
;7648402440,00;-3253,38;7,65;-56,78;48,06;2,19;-103,24;-0,25;;;
;7648777278,00;-3253,68;7,65;-56,79;48,06;2,28;-103,25;-0,24;;;
;7649152115,00;-3253,99;7,65;-56,79;48,06;2,20;-103,26;-0,25;;;
;7649526953,00;-3254,28;7,65;-56,80;48,06;2,25;-103,27;-0,24;;;
;7649901790,00;-3254,59;7,65;-56,80;48,07;2,23;-103,28;-0,25;;;
;7650276628,00;-3254,89;7,65;-56,81;48,07;2,27;-103,29;-0,24;;;
;7650651465,00;-3255,20;7,65;-56,81;48,07;2,34;-103,30;-0,23;;;
;7651026303,00;-3255,51;7,65;-56,82;48,07;2,06;-103,31;-0,27;;;
;7651401140,00;-3255,79;7,65;-56,82;48,08;2,69;-103,32;-0,20;;;
;7651775978,00;-3256,15;7,65;-56,83;48,08;2,13;-103,33;-0,26;;;
;7652150815,00;-3256,44;7,65;-56,84;48,08;2,34;-103,34;-0,24;;;
;7652525653,00;-3256,76;7,65;-56,84;48,08;2,20;-103,35;-0,25;;;
;7652900490,00;-3257,05;7,65;-56,85;48,08;2,37;-103,36;-0,23;;;
;7653275328,00;-3257,37;7,65;-56,85;48,09;2,27;-103,37;-0,24;;;
;7653650165,00;-3257,68;7,65;-56,86;48,09;2,43;-103,38;-0,23;;;
;7654025003,00;-3258,01;7,65;-56,86;48,09;2,39;-103,39;-0,23;;;
;7654399840,00;-3258,33;7,65;-56,87;48,09;2,35;-103,40;-0,23;;;
;7654774677,00;-3258,65;7,65;-56,87;48,10;2,44;-103,41;-0,23;;;
;7655149515,00;-3258,98;7,66;-56,88;48,10;2,36;-103,42;-0,23;;;
;7655524352,00;-3259,29;7,66;-56,89;48,10;2,42;-103,43;-0,23;;;
;7655899190,00;-3259,62;7,66;-56,89;48,10;2,34;-103,44;-0,24;;;
;7656274027,00;-3259,94;7,66;-56,90;48,11;2,42;-103,45;-0,23;;;
;7656648865,00;-3260,26;7,66;-56,90;48,11;2,55;-103,46;-0,22;;;
;7657023702,00;-3260,61;7,66;-56,91;48,11;2,25;-103,47;-0,24;;;
;7657398540,00;-3260,91;7,66;-56,91;48,11;2,68;-103,48;-0,20;;;
;7657773377,00;-3261,27;7,66;-56,92;48,12;2,33;-103,49;-0,24;;;
;7658148215,00;-3261,59;7,66;-56,93;48,12;2,50;-103,50;-0,22;;;
;7658523052,00;-3261,93;7,66;-56,93;48,12;2,43;-103,51;-0,23;;;
;7658897890,00;-3262,25;7,66;-56,94;48,12;2,54;-103,52;-0,22;;;
;7659272727,00;-3262,60;7,66;-56,94;48,12;2,51;-103,53;-0,22;;;
;7659647565,00;-3262,93;7,66;-56,95;48,13;2,47;-103,54;-0,22;;;
;7660022402,00;-3263,27;7,66;-56,95;48,13;2,58;-103,55;-0,21;;;
;7660397240,00;-3263,62;7,66;-56,96;48,13;2,56;-103,57;-0,22;;;
;7660772077,00;-3263,96;7,66;-56,97;48,13;2,46;-103,58;-0,22;;;
;7661146915,00;-3264,29;7,66;-56,97;48,14;2,56;-103,59;-0,21;;;
;7661521752,00;-3264,64;7,66;-56,98;48,14;2,57;-103,60;-0,21;;;
;7661896590,00;-3264,99;7,66;-56,98;48,14;2,48;-103,61;-0,22;;;
;7662271427,00;-3265,32;7,66;-56,99;48,14;2,66;-103,62;-0,21;;;
;7662646265,00;-3265,68;7,66;-57,00;48,15;2,44;-103,63;-0,23;;;
;7663021102,00;-3266,01;7,66;-57,00;48,15;2,69;-103,64;-0,20;;;
;7663395940,00;-3266,37;7,66;-57,01;48,15;2,59;-103,65;-0,21;;;
;7663770777,00;-3266,72;7,66;-57,02;48,15;2,60;-103,66;-0,21;;;
;7664145615,00;-3267,07;7,66;-57,02;48,16;2,70;-103,67;-0,20;;;
;7664520452,00;-3267,43;7,66;-57,03;48,16;2,49;-103,69;-0,22;;;
;7664895290,00;-3267,77;7,66;-57,03;48,16;2,61;-103,70;-0,21;;;
;7665270127,00;-3268,12;7,67;-57,04;48,16;2,69;-103,71;-0,20;;;
